ID,mode,species,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,ld_PC1,ld_PC2,ld_PC3,ld_PC4,ld_PC5,ld_PC6,ld_PC7,ld_PC8,ld_PC9,ld_PC10,ID_down,species_down,mode_down,down_PC1,down_PC2,down_PC3,down_PC4,down_PC5,down_PC6,down_PC7,down_PC8,down_PC9,down_PC10,downLD_PC1,downLD_PC2,downLD_PC3,downLD_PC4,downLD_PC5,downLD_PC6,downLD_PC7,downLD_PC8,downLD_PC9,downLD_PC10,,,,,,,,,,,,
ER_EA1_073_Ls,1,6,-0.28969,-0.141464,0.0434875,-0.11983,1.32E-05,-0.0304067,-0.250533,-0.0696298,-0.0282954,-0.00466305,-0.340937,-0.110172,0.0347718,-0.134341,-0.00277063,-0.212396,0.0474169,0.00618573,0.0018376,-0.0032447,NE_E1_022_Lsb,2,1,0.0794949,0.0652432,0.0481769,-0.0670798,0.0257626,-0.0248943,-0.0816811,-0.131358,0.00674432,0.0779759,0.0737244,0.0572197,0.0616125,0.0599157,0.0252485,-0.0180226,0.0240991,-0.0368264,-0.0838361,0.0240046,,,,,,,,,,,,
ER_EA1_463_Ls,1,6,-0.234154,-0.105195,0.0075239,-0.00829613,0.0036392,0.0335211,0.325162,0.0830221,0.0372019,0.00162944,-0.216889,-0.0562546,-0.0141493,0.087072,0.0109277,0.355106,-0.0905901,-0.00730516,-0.0034928,-0.00887944,NE_E2_023_Lsb,2,1,0.0856712,0.0673754,0.0462274,-0.0699861,0.0261565,-0.0314925,-0.0847584,-0.133369,0.009528,0.0810288,0.0784713,0.0584096,0.0593283,0.0630263,0.0246005,-0.0202999,0.0276916,-0.0374966,-0.0839086,0.0235851,,,,,,,,,,,,
ER_EA1_468_Ls,1,6,-0.239339,-0.108434,0.00577454,-0.00616751,0.00378935,0.0386833,0.358801,0.0937678,0.0381104,0.00211482,-0.21445,-0.0560763,-0.0155585,0.0907782,0.0113258,0.363704,-0.0921079,-0.00747849,-0.00239296,-0.00475139,NE_E2_030_Lsax_F,2,1,0.079194,0.070807,0.048006,-0.0750938,0.035566,-0.00918908,-0.078018,-0.1321,-0.00332695,0.0879524,0.0726623,0.0606491,0.0619359,0.0643495,0.0294296,-0.0154848,0.0147012,-0.0387526,-0.085632,0.0239872,,,,,,,,,,,,
ER_EA2_029,1,6,-0.243578,-0.113247,0.0133656,-0.0272101,0.00354477,0.022548,0.222674,0.0562421,0.0241652,0.00182947,-0.240032,-0.068309,-0.00584282,0.0501325,0.00897061,0.26238,-0.0679447,-0.00752092,-0.00243322,-0.0056481,NE_E2_151_Ls,2,1,0.0566749,0.0672242,0.0344022,-0.0907483,0.0657741,0.0679987,-0.047886,-0.0925816,-0.036705,0.0888289,0.0540222,0.0578678,0.0565568,0.0755353,0.0434757,0.00834666,-0.0296656,-0.0413511,-0.076244,0.0167765,,,,,,,,,,,,
ER_EB1_100_Ls,1,6,-0.291495,-0.1431,0.0418588,-0.117959,-0.00102546,-0.0279938,-0.228792,-0.0652156,-0.0271718,-0.00431856,-0.33954,-0.110438,0.0322342,-0.126655,-0.00362866,-0.184641,0.0411098,0.00496003,0.00149605,-0.00625387,NE_E2_159_Ls,2,1,0.0577465,0.0669005,0.0385072,-0.0903366,0.0650213,0.0567019,-0.0520214,-0.101442,-0.0354008,0.090786,0.055338,0.0571365,0.0591829,0.0737374,0.0439041,0.00388462,-0.0244709,-0.0421255,-0.0779536,0.0169379,,,,,,,,,,,,
ER_EB1_101_Ls,1,6,-0.290942,-0.141962,0.0431271,-0.119196,-0.000464624,-0.0292893,-0.245999,-0.0686932,-0.0288071,-0.00448874,-0.339824,-0.10968,0.0342615,-0.132044,-0.00316109,-0.206833,0.0463981,0.00601596,0.00101375,-0.00391711,NE_E2_382_Ls,2,1,0.0713788,0.0643459,0.0416508,-0.0915589,0.0537296,0.033508,-0.0515192,-0.0924967,-0.0212156,0.0914489,0.0670282,0.056258,0.0614185,0.0767098,0.0389301,-0.00405674,-0.0122977,-0.0387356,-0.0706421,0.0127251,,,,,,,,,,,,
NE_E1_367_La,2,1,0.0261783,0.00363747,-0.16196,-0.0394924,0.0192015,-0.213722,-0.0184644,0.141471,-0.0289502,-0.00866214,0.0331647,-0.00372397,-0.183043,-0.0539448,0.0258132,-0.0582122,-0.232173,0.00477481,0.0185547,0.0735029,NE_F1_003_Ls,2,1,-0.00883833,-0.00700881,-0.111542,0.119503,0.0734303,0.130585,0.206682,-0.00505142,-0.398575,0.0214304,-0.00645288,0.00116581,-0.174903,-0.156295,0.0946438,-0.0793877,-0.443173,-0.0744819,0.0103723,0.0648921,,,,,,,,,,,,
NE_E2_140_La,2,1,0.0265864,0.0033537,-0.164011,-0.038409,0.0194035,-0.21555,-0.0157594,0.142733,-0.0322738,-0.00665897,0.0336882,-0.00409353,-0.185824,-0.0526182,0.0268241,-0.057526,-0.238573,0.00593091,0.0204832,0.0721574,NE_F1_134_Ls,2,1,0.0133325,-0.00528879,-0.0762247,0.123012,0.0232964,0.0421071,0.15401,-0.0150157,-0.320507,0.0206654,0.0165372,0.00123052,-0.147451,-0.170512,0.0471202,-0.134029,-0.319168,-0.0623546,0.014986,0.0291992,,,,,,,,,,,,
NE_E2_158_La,2,1,0.0269084,0.00269906,-0.162528,-0.0387172,0.0193431,-0.215562,-0.01577,0.142723,-0.0309988,-0.00912487,0.0335544,-0.00461593,-0.184232,-0.0530714,0.0259297,-0.0573541,-0.237549,0.00592068,0.0197782,0.0736902,NE_F1_263_Lsb,2,1,0.046912,0.000612246,-0.050808,0.207619,-0.119025,-0.451042,-0.068948,-0.317971,-0.122346,-0.0975576,0.0512557,0.00713025,-0.134512,-0.253981,-0.116931,-0.454264,0.290738,-0.0691328,-0.267489,0.117297,,,,,,,,,,,,
NE_E2_429_La,2,1,0.026709,0.00317588,-0.163067,-0.0386446,0.0199756,-0.217988,-0.0157685,0.144928,-0.0325806,-0.00804103,0.0336032,-0.00420274,-0.184378,-0.0530425,0.0276743,-0.0578576,-0.242618,0.00570027,0.0204095,0.0741305,NE_F1_373_Lsb,2,1,0.0203328,-0.00274146,-0.0690444,0.116921,0.0211294,0.0293207,0.164854,0.00161459,-0.316597,0.038138,0.0234668,0.00261833,-0.139692,-0.164244,0.0478115,-0.138223,-0.316641,-0.0546268,0.0429997,0.0123404,,,,,,,,,,,,
NE_E4_Larc_F_1,2,1,0.0272001,0.00308095,-0.158835,-0.0391479,0.0194931,-0.217974,-0.0165255,0.142175,-0.029852,-0.00733712,0.0336284,-0.0041491,-0.179401,-0.0536651,0.0263926,-0.0587343,-0.242437,0.00563561,0.0196986,0.0721288,NE_W1_356_Lsax_M,2,1,0.062824,0.0169173,-0.0461798,0.187157,-0.0855351,-0.0186201,-0.114951,-0.102958,0.129929,-0.0571161,0.0652898,0.0260981,-0.0828266,-0.135618,-0.0574884,0.128814,0.127918,0.035022,-0.0823146,0.0212039,,,,,,,,,,,,
NE_F1_137_La,2,1,0.0118664,0.0139911,-0.195065,-0.0120669,-0.0283922,0.181764,0.0112716,-0.0982487,-0.329605,-0.000306991,0.0225579,0.00328585,-0.168448,-0.0102256,-0.0249511,0.0303348,0.172996,0.00726487,0.0339898,-0.0180139,NOR_Lsax_F_2,2,1,0.0583403,0.0139937,0.00270103,-0.0369577,-0.0231182,-0.0252584,0.0486213,0.0597461,0.000544736,0.0377127,0.0603387,0.0166923,0.0124613,0.0467149,-0.0161586,-0.0326074,-0.0107632,0.0290782,0.0492941,-0.0593512,,,,,,,,,,,,
NE_F1_338_La,2,1,0.0110934,0.0147755,-0.191525,-0.0116862,-0.0289977,0.177609,0.0033911,-0.0954104,-0.326968,0.00274823,0.0216258,0.00374399,-0.164454,-0.0105843,-0.0260241,0.0259633,0.166597,0.00643157,0.0341916,-0.0134939,PSM2_4_4,2,1,0.0549806,-0.00476713,-0.0201483,0.0315852,-0.0202331,-0.0269192,0.0535142,0.0841347,-0.00755308,0.0270456,0.0592023,-0.00156626,-0.0364995,-0.0179578,-0.0134052,-0.0148269,0.000393174,0.0259679,0.0957565,-0.122201,,,,,,,,,,,,
NOR_Larc_F_1,2,1,0.0238155,0.0075917,-0.147545,-0.0244949,-0.00994898,0.0261994,0.00136138,-0.125596,0.288035,0.067082,0.0297772,-0.000226475,-0.150056,-0.0265227,-0.0193544,0.00681027,0.128632,-0.0236066,-0.0859252,-0.166132,SWE_Lten_F,2,1,0.0855369,0.0470567,0.020603,-0.0769584,0.0215232,-0.0309904,0.0317649,0.0871698,0.0211997,-0.189383,0.0811231,0.0456019,0.0377648,0.0807434,0.0234879,-0.0216031,-0.00121835,-0.0128926,0.0188656,0.0239522,,,,,,,,,,,,
NOR_Larc_F_2,2,1,0.0236541,0.00632417,-0.148347,-0.0237518,-0.00896808,0.0248574,0.00410803,-0.122142,0.284395,0.0667816,0.0298092,-0.00126653,-0.151537,-0.0259784,-0.0183052,0.0085589,0.123898,-0.0232176,-0.0845327,-0.164021,SWE_Lten_M,2,1,0.0887421,0.0442178,0.0216088,-0.0787669,0.0160782,-0.038532,0.0322098,0.0955847,0.0281561,-0.19862,0.0842887,0.0440034,0.0392572,0.0833285,0.0201879,-0.0233428,0.0043366,-0.0117882,0.0213676,0.0206409,,,,,,,,,,,,
NOR_Larc_F_3,2,1,0.0236269,0.00661284,-0.141761,-0.0250754,-0.00791598,0.020511,0.00273193,-0.128997,0.298146,0.0725792,0.0289955,-0.000874239,-0.143746,-0.0272614,-0.017447,0.00598762,0.121079,-0.0257414,-0.0885649,-0.173032,TCF_1,2,1,0.0752453,0.0730841,0.0506431,-0.104897,0.0577885,0.035783,-0.0517442,-0.0894854,-0.016209,0.108442,0.0685781,0.0618148,0.0698205,0.0826767,0.0413853,-0.00440863,-0.0109712,-0.0389978,-0.0666213,0.014844,,,,,,,,,,,,
NOR_Larc_F_4,2,1,0.0233599,0.00677107,-0.143053,-0.0254153,-0.00829965,0.0213774,0.00332716,-0.129087,0.296848,0.0718766,0.0288813,-0.000581682,-0.144944,-0.0277078,-0.0179059,0.00736716,0.123143,-0.0255201,-0.0881393,-0.174099,TCF_2,2,1,0.0756678,0.0729791,0.0562421,-0.103708,0.0544638,0.0326762,-0.0568026,-0.0932867,-0.0157214,0.109512,0.0690912,0.0617272,0.0735063,0.0810187,0.0391351,-0.00526599,-0.0081155,-0.0397837,-0.0682942,0.0144412,,,,,,,,,,,,
STA_Larc_F_1,2,1,0.0204629,0.00630227,-0.187156,-0.0332227,0.00451894,-0.140865,-0.0174455,0.110552,-0.0209638,-0.00439274,0.0282372,-0.00173806,-0.192826,-0.0401399,0.00608583,-0.0332067,-0.118804,0.00302852,0.00842204,0.0510043,TWF_2,2,1,0.067361,0.0702719,0.0509876,-0.0993536,0.0594495,0.0437821,-0.056446,-0.0976974,-0.0215858,0.107253,0.0627741,0.0597825,0.0704921,0.0782911,0.0417489,-0.00106474,-0.0139127,-0.0410636,-0.0733734,0.0159457,,,,,,,,,,,,
STA_Larc_F_2,2,1,0.0202852,0.00665396,-0.187615,-0.033794,0.00403931,-0.144081,-0.0184826,0.112216,-0.0240845,-0.0034789,0.0281216,-0.00142904,-0.191277,-0.0403937,0.00532445,-0.0341795,-0.12105,0.00293686,0.00930018,0.0517706,TWF_3,2,1,0.0612699,0.0737799,0.0504509,-0.106047,0.0601612,0.0499583,-0.0550899,-0.101009,-0.0277485,0.0971015,0.0573841,0.061758,0.0716161,0.0821329,0.0403893,-0.00149356,-0.019974,-0.040006,-0.0766896,0.019407,,,,,,,,,,,,
TF_130_La,2,1,0.0221117,0.00632605,-0.156037,-0.02489,-0.00916874,0.0255416,0.00666873,-0.112614,0.263599,0.0594724,0.0281676,-0.00112429,-0.153123,-0.0256472,-0.0163357,0.0126808,0.113475,-0.0180638,-0.0740103,-0.145908,W_sax_02_Ls,2,1,0.0231424,0.0150711,-0.0841645,0.146858,-0.00712248,0.188049,-0.0306129,0.000275177,0.039676,-0.0251693,0.0285382,0.0255839,-0.103984,-0.106813,-0.0134977,0.206005,-0.00725681,0.0265449,-0.0586501,0.0217853,,,,,,,,,,,,
TF_155_La,2,1,0.044548,-0.00768004,0.053242,-0.00015066,0.0204019,-0.00492409,0.0149983,-0.0420031,0.0158858,0.0306813,0.0383758,-0.0122309,0.0538177,-0.00186129,0.0180249,0.0035091,0.00419763,-0.00205023,-0.00574393,-0.0291392,W_sax_03_Ls,2,1,0.0443125,0.0152418,-0.0676305,0.151488,-0.0222866,0.162827,-0.0393234,0.016971,0.0681399,-0.0146909,0.0477713,0.025145,-0.0925174,-0.107972,-0.0225384,0.198079,0.0222297,0.0310651,-0.0422786,0.0101823,,,,,,,,,,,,
CEA_Larc_F_1,2,0,-0.187301,0.490146,0.0694204,-0.0216247,0.00642564,-0.0225812,0.0051183,0.00665733,-0.00325848,-0.0380048,-0.122499,0.524591,0.0501015,-0.0277597,0.00759807,-0.00747551,-0.0338186,0.368975,-0.341388,0.00911376,CZA005_Ls,2,1,0.0694624,0.0490446,0.00702821,-0.0915977,0.0374379,-0.00867104,0.0442224,0.0900569,0.00558223,-0.253251,0.0669708,0.0482918,0.0339368,0.0933989,0.0329156,-0.0167191,-0.0219793,-0.0178503,0.00123647,0.0211278,,,,,,,,,,,,
NE_F1_141_Lc,2,0,-0.144355,0.393805,0.00812763,-0.0186493,-0.00220592,0.0357932,0.0110429,-0.0185485,-0.133561,-0.0137127,-0.0809391,0.375372,-0.0108213,-0.0213194,-0.00592513,0.0133418,0.0876121,0.123453,0.88315,-0.081277,NOR_Lsax_F_3,2,1,0.0725701,0.0107402,0.00316364,-0.0308534,-0.036845,-0.0607266,0.0504068,0.0767382,0.0221291,0.0439164,0.0730298,0.0147297,0.0106822,0.0454456,-0.0232651,-0.0423677,0.0105341,0.0349829,0.0668648,-0.0697362,,,,,,,,,,,,
NOR_Lcom_F,2,0,-0.166792,0.44814,0.0703494,-0.0251604,0.00712173,-0.0352742,-0.0150327,-0.0168801,0.118123,0.0685632,-0.107264,0.466135,0.052071,-0.0306328,0.00665319,-0.0276173,-0.0319151,-0.862538,-0.0837341,0.0236049,TCF_3,2,1,0.0771437,0.0679536,0.0506575,-0.0972492,0.0466314,0.0244161,-0.0487029,-0.0691864,-0.00442135,0.117326,0.0709825,0.0585673,0.0689316,0.0798885,0.0351944,-0.00454252,-0.00330117,-0.0347051,-0.0497243,0.0176344,,,,,,,,,,,,
NOR_Lsax_F_4,1,2,0.0442664,-0.00737535,0.0618895,-0.00131435,0.0162607,-0.0115946,0.011614,-0.0461555,0.0160463,0.0361423,0.0380377,-0.0123167,0.0625621,-0.0036761,0.0129555,-0.000590126,-0.00204714,-0.00397907,-0.00516412,-0.033572,TF_130_La,1,2,-0.154135,-0.0178028,-0.103726,-0.156068,-0.279232,0.0491029,0.0629632,-0.0520243,0.0146254,0.00524365,-0.154705,-0.0076536,-0.0188462,0.110068,-0.267998,-0.0307582,-0.0873109,0.196082,-0.050131,0.0217516,,,,,,,,,,,,
TCF_2,1,2,0.0526559,-0.0136682,0.0626277,-0.00930967,0.0581606,-0.0697397,0.0345224,-0.0753827,-0.0387476,0.00395536,0.0477024,-0.0196162,0.0732646,-0.0132828,0.0686429,-0.0101351,-0.0526047,0.0032205,0.00504595,-0.104439,W_arc_03_La,1,2,-0.176953,-0.030676,-0.179415,-0.0534268,0.0931594,-0.0715918,-0.31432,0.151522,-0.101757,0.00814817,-0.195392,-0.0255035,-0.145336,0.121186,-0.0889158,0.047131,0.0705703,-0.333165,0.0566324,-0.0106544,,,,,,,,,,,,
TCF_3,1,2,0.0524525,-0.0135529,0.064694,-0.00870617,0.05531,-0.0652654,0.0339929,-0.0744024,-0.0352072,0.00194599,0.0472387,-0.0193339,0.0747935,-0.0119094,0.0641068,-0.00787781,-0.0475658,0.00372192,0.00449239,-0.0978512,W_arc_04_Lamerged_sorted.bam,1,2,-0.173973,-0.0284821,-0.174411,-0.0533578,0.0908587,-0.0592169,-0.304942,0.151972,-0.102377,0.00667584,-0.192836,-0.0233132,-0.142657,0.120297,-0.0900862,0.0510163,0.064499,-0.329655,0.0555546,-0.00920209,,,,,,,,,,,,
IMI_6_2,1,2,0.0523643,-0.0136341,0.0645518,-0.00953072,0.0568079,-0.0691985,0.0323007,-0.0751262,-0.0378816,0.00661739,0.0469446,-0.0196014,0.0751616,-0.0135028,0.0670916,-0.0113028,-0.0517957,0.00257447,0.00528418,-0.102941,NE_E2_429_La,1,2,-0.183323,0.0411965,0.251587,0.0813565,-0.001435,0.00460047,0.00758635,0.0210963,-0.00372775,-0.00783004,-0.160103,0.0285224,0.218307,-0.148785,0.0371895,0.00775549,0.00561921,-0.0125586,0.0253556,-0.00480825,,,,,,,,,,,,
LR_14_Ls,1,2,0.0415499,-0.00800422,0.0429355,0.00752745,-0.0615923,0.02493,0.00199122,0.00643838,-0.00179771,0.0195654,0.0363629,-0.0125595,0.0394535,0.0046131,-0.0540975,0.00615576,0.0207816,0.00128235,-0.00252118,0.0216742,NE_E4_Larc_F_1,1,2,-0.178239,0.0399304,0.251901,0.0793328,-0.00732126,-0.000213106,0.00793165,0.0236701,-4.27E-05,-0.00819366,-0.155788,0.0280346,0.218443,-0.14644,0.0339784,0.0060369,0.00778631,-0.0108534,0.0269486,-0.00565373,,,,,,,,,,,,
NE_E1_022_Lsb,1,2,0.0479907,-0.0140237,0.0680128,-0.0100377,0.0538859,-0.0600428,0.0145256,-0.0608732,-0.0284485,0.0056883,0.0414486,-0.0192286,0.0773462,-0.0149114,0.0608757,-0.0183735,-0.0428947,-0.0011871,0.00404551,-0.0711822,NE_E4_Larc_F_2,1,2,-0.18222,0.0408902,0.2554,0.0798974,-0.00274199,0.00167088,0.00853971,0.021124,-0.00287017,-0.00981229,-0.158174,0.0283152,0.221074,-0.147907,0.0363284,0.0062397,0.00648432,-0.0121508,0.0251448,-0.00534697,,,,,,,,,,,,
NE_E2_023_Lsb,1,2,0.0474481,-0.0140448,0.0727023,-0.00994291,0.0551267,-0.058093,0.0135756,-0.0642352,-0.0283104,0.00627369,0.0409366,-0.0193526,0.083417,-0.0150379,0.0630032,-0.0188174,-0.0411217,-0.000987821,0.0039121,-0.0741249,NE_F1_007_La,1,2,-0.172386,-0.0319554,-0.175788,-0.0206036,0.265797,-0.0545161,0.201934,-0.127755,0.198497,0.00466232,-0.197185,-0.031901,-0.179824,0.106793,0.317634,-0.0364952,0.0930745,0.185672,-0.0341931,0.00412759,,,,,,,,,,,,
NE_E2_151_Ls,1,2,0.0515313,-0.0137318,0.0477461,-0.00617828,0.0546226,-0.0522777,0.0407409,-0.0667669,-0.0405445,-0.000793457,0.0472539,-0.0193007,0.0540527,-0.00773021,0.0638544,0.000594779,-0.0335769,0.00423398,0.00543152,-0.0899606,NE_F1_137_La,1,2,-0.171575,-0.0313371,-0.17488,-0.0207525,0.269343,-0.05436,0.20868,-0.13739,0.20331,0.00938007,-0.196987,-0.0321736,-0.181123,0.108864,0.326693,-0.0371382,0.0950242,0.197405,-0.0391785,0.00681211,,,,,,,,,,,,
NE_E2_382_Ls,1,2,0.0518016,-0.0135313,0.0608863,-0.00796769,0.053287,-0.0580191,0.0319355,-0.0712484,-0.0382969,0.00447198,0.0466018,-0.0193079,0.0690583,-0.0110954,0.0609583,-0.00781389,-0.0385357,0.00274739,0.00443959,-0.0918163,NE_F1_338_La,1,2,-0.167904,-0.0323982,-0.168128,-0.0152771,0.255135,-0.0702241,0.211398,-0.13856,0.215574,0.00982828,-0.193906,-0.0329542,-0.178187,0.103027,0.321769,-0.0463036,0.110015,0.20792,-0.0335059,0.0069,,,,,,,,,,,,
NE_F1_003_Ls,1,2,0.031632,-0.00599287,-0.0095079,0.0202027,0.00695071,0.171604,0.00373631,0.17364,-0.0701333,0.234551,0.0297143,-0.00974072,-0.0102401,0.0175782,-0.000780792,0.038883,0.096066,0.00582356,0.00667007,0.121617,NOR_Larc_F_2,1,2,-0.15265,-0.0199612,-0.112245,-0.176223,-0.322679,0.0658577,0.074794,-0.0741304,0.0105337,0.00761392,-0.14726,-0.00761109,-0.0184519,0.118791,-0.28987,-0.0337859,-0.100831,0.217409,-0.0637477,0.0257291,,,,,,,,,,,,
NE_F1_087_Lsb,1,2,0.0301836,-0.00461479,0.0585939,0.00811092,0.0073033,0.119461,-0.148263,0.210722,0.0704188,0.405819,0.0247145,-0.00921058,0.0551576,0.000708442,-0.0014157,-0.0130302,0.0454291,-0.00516726,0.00216312,0.182353,NOR_Larc_F_4,1,2,-0.14652,-0.0195601,-0.111156,-0.186832,-0.345557,0.0615079,0.0829832,-0.083311,0.0176786,0.00473591,-0.142338,-0.00690463,-0.0149826,0.125114,-0.304039,-0.0393695,-0.101352,0.233355,-0.0679683,0.0284393,,,,,,,,,,,,
NE_F1_373_Lsb,1,2,0.0339941,-0.00563613,0.0200452,0.0173027,0.00786259,0.134517,-0.0233288,0.169273,-0.034899,0.2466,0.0299252,-0.00950693,0.0186783,0.0126293,0.00186904,0.0206621,0.0582979,0.00366675,0.0052471,0.115135,STA_Larc_F_2,1,2,-0.191865,0.0129227,0.128044,0.0555797,0.00905214,-0.000212177,0.0253121,0.0185839,0.00468363,-0.0185892,-0.1861,0.00997276,0.143668,-0.116047,0.0279021,0.00379898,0.0037012,0.00501173,0.031035,-0.00729739,,,,,,,,,,,,
SWE_Lten_M,1,2,0.0505515,-0.0123319,0.0786144,-0.00563043,0.0424938,-0.0365306,0.0256936,-0.0802689,-0.0223416,0.0175688,0.0442017,-0.017562,0.086605,-0.00826829,0.0425667,-0.00453255,-0.0186039,0.00191062,0.000349651,-0.0781944,W_arc_01_La,1,2,-0.174713,-0.0279444,-0.169356,-0.0522954,0.0905725,-0.0719455,-0.313539,0.157814,-0.10747,0.0065781,-0.194809,-0.0234941,-0.140967,0.119455,-0.0912773,0.044775,0.0684001,-0.338773,0.0598671,-0.012047,,,,,,,,,,,,
TCF_1,1,2,0.0521734,-0.0134833,0.0621898,-0.0100179,0.0582933,-0.0657627,0.0375856,-0.075929,-0.0405758,0.0041239,0.0477372,-0.0194748,0.0727751,-0.0130603,0.0689591,-0.00558616,-0.048005,0.00423459,0.00589185,-0.105391,W_arc_02_La,1,2,-0.174971,-0.0309268,-0.171718,-0.0540824,0.0807923,-0.0801138,-0.317981,0.156411,-0.0978207,0.008023,-0.193453,-0.0255104,-0.140993,0.119545,-0.100301,0.0418465,0.0776495,-0.336047,0.0596604,-0.010634,,,,,,,,,,,,
ER_EA1_116_Ls,1,6,-0.289328,-0.142712,0.0422551,-0.116834,-0.000343763,-0.0292544,-0.237942,-0.0667904,-0.0272194,-0.00482058,-0.337205,-0.110673,0.0329359,-0.128155,-0.00329931,-0.197925,0.0438468,0.00562855,0.00161466,-0.00442008,NE_E1_367_La,1,2,-0.182085,0.0390545,0.24171,0.0803707,-0.00585299,-0.00139183,0.00317011,0.0193136,0.000889714,-0.00911772,-0.159192,0.0276683,0.213865,-0.146183,0.03293,0.00684205,0.0100796,-0.0118063,0.025513,-0.00490931,,,,,,,,,,,,
ER_EA1_547,1,6,-0.228386,-0.104151,-0.00064924,0.00218133,0.00441174,0.0411599,0.365852,0.0931654,0.0373505,0.00151921,-0.207707,-0.0548268,-0.0229634,0.102263,0.0123349,0.384266,-0.0909599,-0.00711344,-0.00222486,-0.00963168,NE_E2_140_La,1,2,-0.184674,0.0402031,0.247488,0.0792294,-0.000590333,0.00341884,0.00910334,0.0217746,-0.00486935,-0.0124641,-0.161073,0.0278577,0.215831,-0.146551,0.0367407,0.00648729,0.00459682,-0.0126753,0.0251269,-0.00484404,,,,,,,,,,,,
ER_EA2_569,1,6,-0.291633,-0.143212,0.0434177,-0.12068,-0.00102283,-0.0308534,-0.250514,-0.0694036,-0.0280233,-0.00557058,-0.339516,-0.111015,0.0340789,-0.133232,-0.00385855,-0.208193,0.0455409,0.00634628,0.00191203,-0.00313023,NE_E2_158_La,1,2,-0.183099,0.0393064,0.246673,0.0806024,-0.00355212,0.00559458,0.007553,0.0198704,-0.00163489,-0.0110138,-0.159478,0.0278162,0.21591,-0.146484,0.0354872,0.00878634,0.00585224,-0.011191,0.0234573,-0.00387886,,,,,,,,,,,,
ER_EB1_266_Ls,1,6,-0.224964,-0.102477,-0.00659313,0.00671044,0.00355923,0.0495683,0.380627,0.0951437,0.034779,-0.00137914,-0.202433,-0.0532407,-0.0293621,0.106544,0.0111036,0.390737,-0.0799334,-0.00675497,-0.00195369,-0.00675068,NE_E2_410_La,1,2,-0.183193,0.0387122,0.248596,0.0786402,-0.00785652,0.0014753,0.00985691,0.019873,0.000410427,-0.00727561,-0.159158,0.0269957,0.217853,-0.147003,0.0330499,0.00600805,0.0081117,-0.00828411,0.0256337,-0.00512166,,,,,,,,,,,,
AMB_5_3,2,1,0.0230517,0.00633936,-0.177983,-0.034466,0.00830219,-0.168183,-0.0213633,0.121038,-0.0198076,-0.00460442,0.0301396,-0.00187861,-0.18226,-0.043238,0.0112076,-0.0435342,-0.153079,0.00353179,0.0104112,0.0545879,AMB_5_3,1,2,-0.182062,0.0204615,0.161259,0.0589789,-0.00179111,-0.00208962,0.0125285,0.0221654,0.000525205,-0.0136447,-0.175494,0.0150162,0.167355,-0.125775,0.0229768,0.00384263,0.00684297,-0.00311281,0.0322378,-0.00673423,,,,,,,,,,,,
BH_10_1,2,1,0.0149399,0.0104683,-0.186629,-0.0173813,-0.0240204,0.132025,-0.0213365,-0.102815,0.0706252,-0.0382193,0.0228622,0.00127112,-0.160353,-0.0165835,-0.0245903,0.014352,0.148607,-0.0036856,-0.0284967,-0.030465,BH_10_1,1,2,-0.162814,-0.0290786,-0.143807,-0.0368715,0.0522957,-0.0632166,-0.192267,0.0897403,-0.0533372,0.0154469,-0.186447,-0.0256804,-0.127527,0.0953482,-0.0762156,0.0214163,0.0591826,-0.231875,0.0511118,-0.00615706,,,,,,,,,,,,
NE_E2_410_La,2,1,0.0271385,0.00329465,-0.16219,-0.0385086,0.0185339,-0.21786,-0.0189415,0.142162,-0.0291439,-0.00739753,0.0339268,-0.0041528,-0.184349,-0.0532823,0.0253383,-0.0605259,-0.238724,0.0054853,0.0186414,0.0716777,NE_F1_371_La,1,2,-0.171534,-0.0317782,-0.17647,-0.0202691,0.26519,-0.0533801,0.205394,-0.131204,0.197641,0.00111038,-0.19682,-0.0321514,-0.180619,0.107403,0.319581,-0.0375348,0.0921155,0.191646,-0.0389318,0.00359159,,,,,,,,,,,,
NE_E4_Larc_F_2,2,1,0.0269951,0.00308464,-0.161153,-0.0388077,0.0196837,-0.220707,-0.0161159,0.143787,-0.0318995,-0.00706035,0.0337471,-0.00416593,-0.183253,-0.0534565,0.0271789,-0.059346,-0.246024,0.00575686,0.0206153,0.0724654,NOR_Larc_F_1,1,2,-0.151548,-0.0212543,-0.116753,-0.179061,-0.325362,0.0612971,0.0738683,-0.072903,0.0129493,0.00867401,-0.146827,-0.00869629,-0.0201817,0.121819,-0.295008,-0.0350903,-0.0987334,0.219662,-0.0627921,0.0247712,,,,,,,,,,,,
NE_F1_007_La,2,1,0.0112409,0.0141206,-0.194783,-0.0119867,-0.0281006,0.179968,0.0126148,-0.0957324,-0.319804,-0.000117068,0.0218987,0.00312496,-0.168969,-0.00955814,-0.0253834,0.0319136,0.172926,0.00723137,0.0349147,-0.0179288,NOR_Larc_F_3,1,2,-0.145189,-0.0190213,-0.10882,-0.185278,-0.34569,0.0594314,0.0790475,-0.0819441,0.0161003,0.0059936,-0.140925,-0.00649393,-0.0142417,0.124681,-0.305112,-0.0403996,-0.100645,0.231342,-0.067249,0.0272569,,,,,,,,,,,,
