row,differ
Lsa_00059057,none
Lsa_00059053,none
Lsa_00019875,none
Lsa_00019875,none
Lsa_00019876,none
Lsa_00019876,none
Lsa_00019876,none
Lsa_00019876,none
Lsa_00019876,none
Lsa_00019877,none
Lsa_00019877,none
Lsa_00019877,none
Lsa_00019877,none
Lsa_00009703,none
Lsa_00009703,none
Lsa_00009703,none
Lsa_00009703,none
Lsa_00009702,none
Lsa_00009706,none
Lsa_00009704,none
Lsa_00009704,none
Lsa_00009704,none
Lsa_00009708,none
Lsa_00047479,none
Lsa_00047478,foot
Lsa_00024345,none
Lsa_00024345,none
Lsa_00024345,none
Lsa_00024342,none
Lsa_00024341,none
Lsa_00024341,none
Lsa_00035243,none
Lsa_00035243,none
Lsa_00035243,none
Lsa_00027920,none
Lsa_00035249,none
Lsa_00027926,none
Lsa_00027926,none
Lsa_00027926,none
Lsa_00027925,none
Lsa_00027924,none
Lsa_00027924,none
Lsa_00027924,none
Lsa_00060192,none
Lsa_00058727,both
Lsa_00058720,none
Lsa_00057519,repr
Lsa_00053609,none
Lsa_00053608,none
Lsa_00003289,none
Lsa_00003289,none
Lsa_00003289,none
Lsa_00026581,none
Lsa_00026581,none
Lsa_00026581,none
Lsa_00025857,none
Lsa_00025857,none
Lsa_00018831,none
Lsa_00018831,none
Lsa_00018831,none
Lsa_00018837,none
Lsa_00018837,none
Lsa_00018837,none
Lsa_00018837,none
Lsa_00018837,none
Lsa_00018837,none
Lsa_00018837,none
Lsa_00018837,none
Lsa_00018837,none
Lsa_00018837,none
Lsa_00018837,none
Lsa_00018835,both
Lsa_00018835,both
Lsa_00025438,none
Lsa_00018838,none
Lsa_00018838,none
Lsa_00018838,none
Lsa_00003285,none
Lsa_00025856,none
Lsa_00043148,repr
Lsa_00008180,none
Lsa_00008180,none
Lsa_00008180,none
Lsa_00043143,none
Lsa_00043140,none
Lsa_00043147,none
Lsa_00043146,none
Lsa_00029190,none
Lsa_00056318,none
Lsa_00047905,none
Lsa_00054601,none
Lsa_00058895,none
Lsa_00017731,both
Lsa_00017731,both
Lsa_00021437,none
Lsa_00021437,none
Lsa_00021437,none
Lsa_00021435,none
Lsa_00021435,none
Lsa_00021435,none
Lsa_00000737,none
Lsa_00000737,none
Lsa_00007100,none
Lsa_00017739,none
Lsa_00017738,none
Lsa_00010108,none
Lsa_00036048,none
Lsa_00036048,none
Lsa_00036048,none
Lsa_00036048,none
Lsa_00036048,none
Lsa_00036048,none
Lsa_00007887,none
Lsa_00007887,none
Lsa_00022168,none
Lsa_00007880,none
Lsa_00007880,none
Lsa_00007880,none
Lsa_00022164,none
Lsa_00022164,none
Lsa_00010481,none
Lsa_00010481,none
Lsa_00010484,none
Lsa_00010485,none
Lsa_00031018,none
Lsa_00031019,none
Lsa_00010742,repr
Lsa_00031040,repr
Lsa_00031040,repr
Lsa_00004281,none
Lsa_00004281,none
Lsa_00004281,none
Lsa_00004281,none
Lsa_00004281,none
Lsa_00004281,none
Lsa_00004281,none
Lsa_00004280,none
Lsa_00004280,none
Lsa_00004280,none
Lsa_00004280,none
Lsa_00004280,none
Lsa_00004280,none
Lsa_00004280,none
Lsa_00004282,none
Lsa_00004282,none
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00004286,repr
Lsa_00057052,none
Lsa_00021128,none
Lsa_00057058,none
Lsa_00048760,none
Lsa_00014338,none
Lsa_00014337,none
Lsa_00014337,none
Lsa_00014337,none
Lsa_00021123,none
Lsa_00021123,none
Lsa_00038535,none
Lsa_00038535,none
Lsa_00038535,none
Lsa_00046304,none
Lsa_00046304,none
Lsa_00046305,none
Lsa_00046302,none
Lsa_00038536,none
Lsa_00038536,none
Lsa_00021127,none
Lsa_00057279,none
Lsa_00014480,repr
Lsa_00014480,repr
Lsa_00014480,repr
Lsa_00014480,repr
Lsa_00014480,repr
Lsa_00014480,repr
Lsa_00014480,repr
Lsa_00014480,repr
Lsa_00019686,none
Lsa_00019686,none
Lsa_00019686,none
Lsa_00019682,none
Lsa_00019681,none
Lsa_00018151,none
Lsa_00018152,none
Lsa_00018152,none
Lsa_00018152,none
Lsa_00018157,none
Lsa_00018157,none
Lsa_00018157,none
Lsa_00018158,none
Lsa_00018158,none
Lsa_00002596,none
Lsa_00002596,none
Lsa_00002596,none
Lsa_00002596,none
Lsa_00002596,none
Lsa_00005624,none
Lsa_00005625,none
Lsa_00005628,none
Lsa_00002931,none
Lsa_00002931,none
Lsa_00002930,none
Lsa_00002930,none
Lsa_00002930,none
Lsa_00002930,none
Lsa_00002930,none
Lsa_00002930,none
Lsa_00002932,none
Lsa_00002932,none
Lsa_00002932,none
Lsa_00002932,none
Lsa_00002932,none
Lsa_00010306,none
Lsa_00027485,none
Lsa_00010309,none
Lsa_00027483,none
Lsa_00027483,none
Lsa_00027483,none
Lsa_00027483,none
Lsa_00027483,none
Lsa_00016224,none
Lsa_00016225,none
Lsa_00036843,none
Lsa_00042377,none
Lsa_00041932,none
Lsa_00041935,none
Lsa_00041936,none
Lsa_00036596,none
Lsa_00036596,none
Lsa_00013766,none
Lsa_00013766,none
Lsa_00013765,none
Lsa_00013765,none
Lsa_00013763,none
Lsa_00013763,none
Lsa_00013763,none
Lsa_00013760,none
Lsa_00013760,none
Lsa_00020359,none
Lsa_00020359,none
Lsa_00020359,none
Lsa_00020359,none
Lsa_00020359,none
Lsa_00013769,none
Lsa_00030982,none
Lsa_00046428,none
Lsa_00003710,none
Lsa_00003710,none
Lsa_00011949,none
Lsa_00011949,none
Lsa_00011949,none
Lsa_00011949,none
Lsa_00011949,none
Lsa_00011949,none
Lsa_00043421,none
Lsa_00044430,none
Lsa_00007410,none
Lsa_00007410,none
Lsa_00007410,none
Lsa_00007410,none
Lsa_00012414,none
Lsa_00012413,none
Lsa_00037072,both
Lsa_00037072,both
Lsa_00037073,none
Lsa_00037078,none
Lsa_00037078,none
Lsa_00037079,none
Lsa_00020354,none
Lsa_00009274,none
Lsa_00009274,none
Lsa_00009274,none
Lsa_00009271,none
Lsa_00009271,none
Lsa_00009271,none
Lsa_00009271,none
Lsa_00009271,none
Lsa_00009271,none
Lsa_00009549,none
Lsa_00045747,none
Lsa_00045071,none
Lsa_00001711,none
Lsa_00001712,none
Lsa_00001712,none
Lsa_00001713,none
Lsa_00001714,none
Lsa_00001714,none
Lsa_00001714,none
Lsa_00025891,none
Lsa_00025891,none
Lsa_00001460,none
Lsa_00001460,none
Lsa_00025892,none
Lsa_00047420,none
Lsa_00047422,none
Lsa_00047424,none
Lsa_00025897,none
Lsa_00025897,none
Lsa_00047427,none
Lsa_00028867,none
Lsa_00028866,none
Lsa_00028865,none
Lsa_00041111,none
Lsa_00036035,none
Lsa_00036034,none
Lsa_00036034,none
Lsa_00036038,none
Lsa_00014919,none
Lsa_00014919,none
Lsa_00038503,none
Lsa_00033770,none
Lsa_00033770,none
Lsa_00033770,none
Lsa_00038504,none
Lsa_00018255,none
Lsa_00028287,none
Lsa_00028285,none
Lsa_00028285,none
Lsa_00028285,none
Lsa_00028284,none
Lsa_00028284,none
Lsa_00028284,none
Lsa_00028284,none
Lsa_00046466,none
Lsa_00046464,none
Lsa_00028137,none
Lsa_00028136,none
Lsa_00028136,none
Lsa_00028136,none
Lsa_00028136,none
Lsa_00028136,none
Lsa_00029428,none
Lsa_00029428,none
Lsa_00029428,none
Lsa_00029428,none
Lsa_00029424,none
Lsa_00026367,none
Lsa_00025739,none
Lsa_00037858,none
Lsa_00012308,none
Lsa_00032823,none
Lsa_00037852,none
Lsa_00025731,none
Lsa_00025731,none
Lsa_00025731,none
Lsa_00025731,none
Lsa_00037850,none
Lsa_00037850,none
Lsa_00032829,none
Lsa_00037854,none
Lsa_00040013,none
Lsa_00040013,none
Lsa_00038443,none
Lsa_00030081,none
Lsa_00030081,none
Lsa_00030081,none
Lsa_00030081,none
Lsa_00030081,none
Lsa_00030081,none
Lsa_00030081,none
Lsa_00025086,none
Lsa_00025086,none
Lsa_00025086,none
Lsa_00025086,none
Lsa_00025087,none
Lsa_00025085,none
Lsa_00025085,none
Lsa_00025085,none
Lsa_00025085,none
Lsa_00025085,none
Lsa_00052113,none
Lsa_00040657,none
Lsa_00040651,none
Lsa_00054876,none
Lsa_00054875,none
Lsa_00060875,none
Lsa_00023367,none
Lsa_00023367,none
Lsa_00023367,none
Lsa_00055493,none
Lsa_00059337,foot
Lsa_00028918,none
Lsa_00028918,none
Lsa_00028918,none
Lsa_00028918,none
Lsa_00028918,none
Lsa_00020016,none
Lsa_00040015,none
Lsa_00040015,none
Lsa_00019440,none
Lsa_00019442,none
Lsa_00019445,none
Lsa_00019445,none
Lsa_00019445,none
Lsa_00019447,none
Lsa_00019448,none
Lsa_00019448,none
Lsa_00052847,none
Lsa_00032015,none
Lsa_00032014,none
Lsa_00032017,none
Lsa_00032017,none
Lsa_00032018,none
Lsa_00047430,both
Lsa_00050563,none
Lsa_00050562,repr
Lsa_00020045,none
Lsa_00020044,none
Lsa_00050566,none
Lsa_00050566,none
Lsa_00049146,none
Lsa_00049141,none
Lsa_00042176,repr
Lsa_00042176,repr
Lsa_00042176,repr
Lsa_00051336,none
Lsa_00051336,none
Lsa_00058915,none
Lsa_00053031,none
Lsa_00053036,none
Lsa_00020953,none
Lsa_00020953,none
Lsa_00020951,none
Lsa_00020951,none
Lsa_00020950,none
Lsa_00020956,none
Lsa_00020956,none
Lsa_00020956,none
Lsa_00020954,none
Lsa_00012694,none
Lsa_00028208,none
Lsa_00041578,repr
Lsa_00051761,none
Lsa_00051762,none
Lsa_00051763,none
Lsa_00051765,none
Lsa_00051765,none
Lsa_00021609,none
Lsa_00055866,none
Lsa_00055862,none
Lsa_00026468,none
Lsa_00026461,none
Lsa_00026460,none
Lsa_00026467,none
Lsa_00026467,none
Lsa_00012415,none
Lsa_00012415,none
Lsa_00048956,none
Lsa_00010565,none
Lsa_00010565,none
Lsa_00010565,none
Lsa_00010565,none
Lsa_00010565,none
Lsa_00010565,none
Lsa_00010562,none
Lsa_00010568,none
Lsa_00010568,none
Lsa_00027737,none
Lsa_00023602,none
Lsa_00023600,none
Lsa_00023601,none
Lsa_00013146,none
Lsa_00013146,none
Lsa_00041464,none
Lsa_00041463,none
Lsa_00041463,none
Lsa_00019160,none
Lsa_00019161,none
Lsa_00019166,none
Lsa_00019166,none
Lsa_00019166,none
Lsa_00019167,none
Lsa_00045377,none
Lsa_00053853,none
Lsa_00053856,none
Lsa_00053857,none
Lsa_00013043,none
Lsa_00013043,none
Lsa_00038075,none
Lsa_00038075,none
Lsa_00004741,none
Lsa_00004748,none
Lsa_00004748,none
Lsa_00004748,none
Lsa_00004748,none
Lsa_00004748,none
Lsa_00011778,none
Lsa_00011778,none
Lsa_00011778,none
Lsa_00011778,none
Lsa_00011778,none
Lsa_00011778,none
Lsa_00011775,none
Lsa_00011775,none
Lsa_00011773,none
Lsa_00011772,none
Lsa_00005293,none
Lsa_00002749,none
Lsa_00002749,none
Lsa_00002749,none
Lsa_00002742,none
Lsa_00002742,none
Lsa_00002742,none
Lsa_00002742,none
Lsa_00002742,none
Lsa_00002742,none
Lsa_00002742,none
Lsa_00002742,none
Lsa_00002742,none
Lsa_00002742,none
Lsa_00002740,none
Lsa_00002740,none
Lsa_00002741,none
Lsa_00002741,none
Lsa_00012237,none
Lsa_00012236,none
Lsa_00046114,none
Lsa_00012232,none
Lsa_00058657,none
Lsa_00012238,none
Lsa_00016927,none
Lsa_00016927,none
Lsa_00016921,none
Lsa_00016920,none
Lsa_00016920,none
Lsa_00042669,none
Lsa_00024204,none
Lsa_00024204,none
Lsa_00024204,none
Lsa_00024204,none
Lsa_00024204,none
Lsa_00024204,none
Lsa_00024204,none
Lsa_00024204,none
Lsa_00024204,none
Lsa_00014694,repr
Lsa_00026929,none
Lsa_00026929,none
Lsa_00014691,repr
Lsa_00014691,repr
Lsa_00014691,repr
Lsa_00014691,repr
Lsa_00026924,none
Lsa_00035180,none
Lsa_00014699,none
Lsa_00014699,none
Lsa_00010920,none
Lsa_00017344,repr
Lsa_00017346,none
Lsa_00017346,none
Lsa_00017346,none
Lsa_00017346,none
Lsa_00017346,none
Lsa_00017346,none
Lsa_00017346,none
Lsa_00017346,none
Lsa_00017346,none
Lsa_00017346,none
Lsa_00017346,none
Lsa_00017346,none
Lsa_00017346,none
Lsa_00017346,none
Lsa_00017346,none
Lsa_00016696,none
Lsa_00010929,none
Lsa_00026593,none
Lsa_00020177,none
Lsa_00020177,none
Lsa_00020177,none
Lsa_00020177,none
Lsa_00015343,none
Lsa_00047260,none
Lsa_00044694,both
Lsa_00039840,none
Lsa_00015345,none
Lsa_00006247,none
Lsa_00006246,none
Lsa_00006244,none
Lsa_00006243,none
Lsa_00006243,none
Lsa_00006243,none
Lsa_00006243,none
Lsa_00006243,none
Lsa_00006248,none
Lsa_00007590,none
Lsa_00007594,none
Lsa_00007595,none
Lsa_00007595,none
Lsa_00007596,none
Lsa_00007596,none
Lsa_00007596,none
Lsa_00057358,none
Lsa_00015278,none
Lsa_00015278,none
Lsa_00015278,none
Lsa_00015278,none
Lsa_00015277,none
Lsa_00015277,none
Lsa_00015277,none
Lsa_00015277,none
Lsa_00015277,none
Lsa_00015277,none
Lsa_00015277,none
Lsa_00015277,none
Lsa_00015277,none
Lsa_00015277,none
Lsa_00015277,none
Lsa_00047088,none
Lsa_00047088,none
Lsa_00033085,none
Lsa_00033084,none
Lsa_00033084,none
Lsa_00033084,none
Lsa_00057350,none
Lsa_00025740,none
Lsa_00025740,none
Lsa_00025740,none
Lsa_00025740,none
Lsa_00025740,none
Lsa_00025740,none
Lsa_00000861,none
Lsa_00000861,none
Lsa_00033089,none
Lsa_00033089,none
Lsa_00033089,none
Lsa_00006086,none
Lsa_00033088,none
Lsa_00021545,none
Lsa_00008023,none
Lsa_00008023,none
Lsa_00012599,none
Lsa_00012599,none
Lsa_00012599,none
Lsa_00012599,none
Lsa_00007629,none
Lsa_00007629,none
Lsa_00007629,none
Lsa_00007625,none
Lsa_00007625,none
Lsa_00007620,none
Lsa_00007620,none
Lsa_00007620,none
Lsa_00007620,none
Lsa_00007620,none
Lsa_00007620,none
Lsa_00007620,none
Lsa_00007620,none
Lsa_00007620,none
Lsa_00007620,none
Lsa_00007620,none
Lsa_00007620,none
Lsa_00001500,none
Lsa_00001503,none
Lsa_00046942,repr
Lsa_00046949,none
Lsa_00046949,none
Lsa_00031782,none
Lsa_00031783,none
Lsa_00031784,none
Lsa_00027255,none
Lsa_00027254,none
Lsa_00027254,none
Lsa_00027254,none
Lsa_00032785,none
Lsa_00032785,none
Lsa_00032787,none
Lsa_00034093,none
Lsa_00039060,none
Lsa_00039060,none
Lsa_00034095,none
Lsa_00039066,none
Lsa_00039066,none
Lsa_00039066,none
Lsa_00030789,none
Lsa_00030788,none
Lsa_00009086,none
Lsa_00009086,none
Lsa_00009087,none
Lsa_00041709,none
Lsa_00041708,none
Lsa_00041704,none
Lsa_00041703,none
Lsa_00041929,none
Lsa_00036208,none
Lsa_00036208,none
Lsa_00036208,none
Lsa_00036204,none
Lsa_00031254,none
Lsa_00036201,none
Lsa_00036201,none
Lsa_00030129,none
Lsa_00030128,none
Lsa_00030128,none
Lsa_00030128,none
Lsa_00030127,none
Lsa_00030127,none
Lsa_00024659,none
Lsa_00024659,none
Lsa_00038338,none
Lsa_00038338,none
Lsa_00038338,none
Lsa_00035572,repr
Lsa_00026155,none
Lsa_00008843,none
Lsa_00008842,none
Lsa_00008845,none
Lsa_00008844,none
Lsa_00008849,none
Lsa_00008849,none
Lsa_00008849,none
Lsa_00008849,none
Lsa_00008848,none
Lsa_00008848,none
Lsa_00001004,none
Lsa_00001004,none
Lsa_00022712,none
Lsa_00022711,none
Lsa_00022711,none
Lsa_00022711,none
Lsa_00022711,none
Lsa_00022711,none
Lsa_00022711,none
Lsa_00022715,both
Lsa_00022714,repr
Lsa_00022714,repr
Lsa_00053802,none
Lsa_00025297,repr
Lsa_00025297,repr
Lsa_00025296,none
Lsa_00025296,none
Lsa_00025295,none
Lsa_00025295,none
Lsa_00025295,none
Lsa_00025293,none
Lsa_00025293,none
Lsa_00025293,none
Lsa_00025291,none
Lsa_00025291,none
Lsa_00025291,none
Lsa_00025291,none
Lsa_00060441,none
Lsa_00023444,none
Lsa_00023444,none
Lsa_00023444,none
Lsa_00023446,none
Lsa_00003913,none
Lsa_00019766,none
Lsa_00019767,none
Lsa_00019760,none
Lsa_00019761,none
Lsa_00019761,none
Lsa_00019761,none
Lsa_00019761,none
Lsa_00019762,none
Lsa_00019762,none
Lsa_00019763,none
Lsa_00019763,none
Lsa_00019763,none
Lsa_00019763,none
Lsa_00021972,none
Lsa_00021971,none
Lsa_00021971,none
Lsa_00021979,none
Lsa_00023193,none
Lsa_00023197,none
Lsa_00023197,none
Lsa_00059748,none
Lsa_00023195,none
Lsa_00023195,none
Lsa_00059741,none
Lsa_00019471,none
Lsa_00027633,none
Lsa_00027632,none
Lsa_00027632,none
Lsa_00027632,none
Lsa_00027632,none
Lsa_00027630,none
Lsa_00044574,none
Lsa_00048226,none
Lsa_00002500,none
Lsa_00002501,none
Lsa_00002502,none
Lsa_00002503,none
Lsa_00002503,none
Lsa_00002505,none
Lsa_00002507,repr
Lsa_00025048,none
Lsa_00025048,none
Lsa_00025048,none
Lsa_00025048,none
Lsa_00025049,none
Lsa_00025049,none
Lsa_00025049,none
Lsa_00048425,none
Lsa_00022013,none
Lsa_00025909,none
Lsa_00025908,none
Lsa_00025907,none
Lsa_00025906,none
Lsa_00020366,none
Lsa_00050247,none
Lsa_00050242,none
Lsa_00050243,none
Lsa_00057027,none
Lsa_00057028,none
Lsa_00056372,none
Lsa_00049486,none
Lsa_00056376,none
Lsa_00049482,repr
Lsa_00040057,none
Lsa_00040057,none
Lsa_00050797,none
Lsa_00050794,none
Lsa_00050794,none
Lsa_00014129,none
Lsa_00014129,none
Lsa_00014129,none
Lsa_00014128,none
Lsa_00014128,none
Lsa_00014128,none
Lsa_00042706,repr
Lsa_00042705,none
Lsa_00011015,none
Lsa_00011015,none
Lsa_00011015,none
Lsa_00011015,none
Lsa_00011015,none
Lsa_00011013,none
Lsa_00011013,none
Lsa_00011013,none
Lsa_00011013,none
Lsa_00011013,none
Lsa_00011013,none
Lsa_00045955,none
Lsa_00045952,none
Lsa_00045952,none
Lsa_00045952,none
Lsa_00045952,none
Lsa_00045953,none
Lsa_00051682,none
Lsa_00057976,none
Lsa_00021107,none
Lsa_00021105,none
Lsa_00021105,none
Lsa_00021105,none
Lsa_00021105,none
Lsa_00021105,none
Lsa_00051539,none
Lsa_00051533,none
Lsa_00051537,none
Lsa_00006993,none
Lsa_00006993,none
Lsa_00006993,none
Lsa_00006993,none
Lsa_00006992,none
Lsa_00006991,none
Lsa_00006996,none
Lsa_00006996,none
Lsa_00006996,none
Lsa_00006996,none
Lsa_00006996,none
Lsa_00007029,repr
Lsa_00032322,none
Lsa_00032322,none
Lsa_00032322,none
Lsa_00007020,none
Lsa_00007021,none
Lsa_00007021,none
Lsa_00007022,none
Lsa_00007022,none
Lsa_00007025,none
Lsa_00015378,none
Lsa_00015378,none
Lsa_00026348,none
Lsa_00026348,none
Lsa_00026348,none
Lsa_00026348,none
Lsa_00026348,none
Lsa_00026348,none
Lsa_00026348,none
Lsa_00012860,none
Lsa_00012860,none
Lsa_00052135,none
Lsa_00052135,none
Lsa_00012869,none
Lsa_00040678,none
Lsa_00040678,none
Lsa_00040679,none
Lsa_00040679,none
Lsa_00028412,none
Lsa_00028412,none
Lsa_00028412,none
Lsa_00028412,none
Lsa_00028412,none
Lsa_00028412,none
Lsa_00028413,none
Lsa_00028413,none
Lsa_00001079,none
Lsa_00040675,none
Lsa_00040675,none
Lsa_00040675,none
Lsa_00028418,none
Lsa_00044708,none
Lsa_00044709,repr
Lsa_00044703,repr
Lsa_00048852,none
Lsa_00048852,none
Lsa_00048852,none
Lsa_00039269,none
Lsa_00039269,none
Lsa_00039269,none
Lsa_00039267,none
Lsa_00039265,none
Lsa_00026395,none
Lsa_00026395,none
Lsa_00025683,none
Lsa_00025683,none
Lsa_00005310,none
Lsa_00005313,none
Lsa_00005313,none
Lsa_00005313,none
Lsa_00005315,none
Lsa_00005316,none
Lsa_00017998,none
Lsa_00017990,none
Lsa_00017990,none
Lsa_00046634,none
Lsa_00046630,none
Lsa_00015840,none
Lsa_00015843,none
Lsa_00015843,none
Lsa_00015843,none
Lsa_00015842,none
Lsa_00015845,none
Lsa_00015845,none
Lsa_00015845,none
Lsa_00015844,none
Lsa_00015844,none
Lsa_00015844,none
Lsa_00015844,none
Lsa_00015844,none
Lsa_00047943,none
Lsa_00014712,none
Lsa_00014712,none
Lsa_00014713,none
Lsa_00038134,none
Lsa_00000843,none
Lsa_00000840,none
Lsa_00049814,none
Lsa_00044212,none
Lsa_00046092,none
Lsa_00046092,none
Lsa_00012003,none
Lsa_00001619,none
Lsa_00001619,none
Lsa_00001618,none
Lsa_00001618,none
Lsa_00001618,none
Lsa_00001618,none
Lsa_00001618,none
Lsa_00001618,none
Lsa_00001618,none
Lsa_00001618,none
Lsa_00043918,repr
Lsa_00006035,none
Lsa_00006035,none
Lsa_00006035,none
Lsa_00006035,none
Lsa_00006035,none
Lsa_00006035,none
Lsa_00006035,none
Lsa_00006035,none
Lsa_00006035,none
Lsa_00003004,none
Lsa_00003004,none
Lsa_00003004,none
Lsa_00003004,none
Lsa_00003004,none
Lsa_00003004,none
Lsa_00003004,none
Lsa_00003004,none
Lsa_00003004,none
Lsa_00003004,none
Lsa_00003004,none
Lsa_00003004,none
Lsa_00003004,none
Lsa_00001617,none
Lsa_00001617,none
Lsa_00037371,none
Lsa_00037370,none
Lsa_00037370,none
Lsa_00037370,none
Lsa_00037370,none
Lsa_00041242,none
Lsa_00044214,none
Lsa_00013485,none
Lsa_00013485,none
Lsa_00008780,none
Lsa_00008781,none
Lsa_00008783,none
Lsa_00008785,none
Lsa_00008787,none
Lsa_00008788,none
Lsa_00008788,none
Lsa_00008788,none
Lsa_00008789,none
Lsa_00036428,none
Lsa_00013878,none
Lsa_00013877,none
Lsa_00013877,none
Lsa_00013875,none
Lsa_00013875,none
Lsa_00054155,none
Lsa_00009788,none
Lsa_00009788,none
Lsa_00009788,none
Lsa_00009788,none
Lsa_00009788,none
Lsa_00009783,none
Lsa_00009783,none
Lsa_00009783,none
Lsa_00009781,none
Lsa_00009787,none
Lsa_00009787,none
Lsa_00009787,none
Lsa_00009786,none
Lsa_00009786,none
Lsa_00009786,none
Lsa_00009786,none
Lsa_00009786,none
Lsa_00009786,none
Lsa_00043811,none
Lsa_00036332,none
Lsa_00036332,none
Lsa_00036332,none
Lsa_00036332,none
Lsa_00036332,none
Lsa_00036332,none
Lsa_00038903,both
Lsa_00038903,both
Lsa_00038909,foot
Lsa_00038909,foot
Lsa_00033630,none
Lsa_00032420,none
Lsa_00032421,none
Lsa_00032422,none
Lsa_00032422,none
Lsa_00032422,none
Lsa_00032422,none
Lsa_00008257,none
Lsa_00008257,none
Lsa_00008257,none
Lsa_00008257,none
Lsa_00008254,none
Lsa_00008254,none
Lsa_00008254,none
Lsa_00009120,none
Lsa_00009120,none
Lsa_00009120,none
Lsa_00009120,none
Lsa_00009120,none
Lsa_00009120,none
Lsa_00028998,none
Lsa_00028996,none
Lsa_00028996,none
Lsa_00001331,none
Lsa_00031677,none
Lsa_00031677,none
Lsa_00031677,none
Lsa_00047702,none
Lsa_00039749,none
Lsa_00039749,none
Lsa_00039749,none
Lsa_00039749,none
Lsa_00034115,none
Lsa_00034115,none
Lsa_00034115,none
Lsa_00034115,none
Lsa_00034115,none
Lsa_00028947,none
Lsa_00058948,none
Lsa_00024084,none
Lsa_00013815,none
Lsa_00021667,none
Lsa_00021667,none
Lsa_00021667,none
Lsa_00021667,none
Lsa_00021348,none
Lsa_00033469,none
Lsa_00021347,none
Lsa_00021347,none
Lsa_00021347,none
Lsa_00021347,none
Lsa_00024197,none
Lsa_00024197,none
Lsa_00024197,none
Lsa_00024197,none
Lsa_00024197,none
Lsa_00024197,none
Lsa_00024197,none
Lsa_00024196,none
Lsa_00024194,none
Lsa_00029115,none
Lsa_00029116,none
Lsa_00038796,none
Lsa_00051331,none
Lsa_00051331,none
Lsa_00051335,none
Lsa_00024448,none
Lsa_00024448,none
Lsa_00024448,none
Lsa_00024448,none
Lsa_00024448,none
Lsa_00054170,none
Lsa_00024440,none
Lsa_00024444,none
Lsa_00023871,none
Lsa_00023871,none
Lsa_00023871,none
Lsa_00023871,none
Lsa_00023871,none
Lsa_00027537,none
Lsa_00023876,none
Lsa_00013035,none
Lsa_00022690,none
Lsa_00022690,none
Lsa_00022690,none
Lsa_00004201,none
Lsa_00004202,none
Lsa_00004202,none
Lsa_00004202,none
Lsa_00004209,none
Lsa_00004208,none
Lsa_00018687,none
Lsa_00018687,none
Lsa_00018687,none
Lsa_00013033,none
Lsa_00025312,none
Lsa_00025310,none
Lsa_00025310,none
Lsa_00025310,none
Lsa_00025310,none
Lsa_00025310,none
Lsa_00025310,none
Lsa_00025311,none
Lsa_00025317,none
Lsa_00023252,none
Lsa_00023252,none
Lsa_00023252,none
Lsa_00008776,repr
Lsa_00027339,none
Lsa_00011123,none
Lsa_00011123,none
Lsa_00056942,none
Lsa_00019351,none
Lsa_00005158,none
Lsa_00005159,none
Lsa_00005159,none
Lsa_00026755,none
Lsa_00001420,none
Lsa_00048382,none
Lsa_00025943,none
Lsa_00025943,none
Lsa_00048385,none
Lsa_00048388,none
Lsa_00048389,none
Lsa_00014137,none
Lsa_00014137,none
Lsa_00014137,none
Lsa_00017603,none
Lsa_00017603,none
Lsa_00017603,none
Lsa_00017603,none
Lsa_00017603,none
Lsa_00017603,none
Lsa_00010653,none
Lsa_00017606,none
Lsa_00017606,none
Lsa_00017606,none
Lsa_00017606,none
Lsa_00017606,none
Lsa_00017606,none
Lsa_00017606,none
Lsa_00017606,none
Lsa_00018403,none
Lsa_00018403,none
Lsa_00040598,none
Lsa_00040598,none
Lsa_00018401,none
Lsa_00018401,none
Lsa_00018401,none
Lsa_00048655,none
Lsa_00048655,none
Lsa_00010389,none
Lsa_00010389,none
Lsa_00010383,none
Lsa_00010383,none
Lsa_00010383,none
Lsa_00010383,none
Lsa_00010382,none
Lsa_00049388,none
Lsa_00049385,none
Lsa_00038816,none
Lsa_00038816,none
Lsa_00002311,none
Lsa_00002311,none
Lsa_00002311,none
Lsa_00002311,none
Lsa_00002311,none
Lsa_00002311,none
Lsa_00002312,none
Lsa_00052755,repr
Lsa_00052750,none
Lsa_00052751,none
Lsa_00016550,none
Lsa_00016551,none
Lsa_00016555,none
Lsa_00016555,none
Lsa_00016555,none
Lsa_00044926,repr
Lsa_00049524,none
Lsa_00024330,none
Lsa_00024330,none
Lsa_00056123,none
Lsa_00056120,repr
Lsa_00056129,none
Lsa_00050053,none
Lsa_00013172,none
Lsa_00013172,none
Lsa_00033164,none
Lsa_00033164,none
Lsa_00033164,none
Lsa_00033164,none
Lsa_00028248,none
Lsa_00028248,none
Lsa_00028248,none
Lsa_00003090,none
Lsa_00003090,none
Lsa_00003090,none
Lsa_00042519,none
Lsa_00042519,none
Lsa_00042519,none
Lsa_00042518,none
Lsa_00042511,none
Lsa_00042510,none
Lsa_00042510,none
Lsa_00006542,none
Lsa_00006542,none
Lsa_00006542,none
Lsa_00006542,none
Lsa_00006542,none
Lsa_00006542,none
