topo1,topo2,topo3
4040,2520,3440
4720,2520,2760
5500,2340,2160
5000,600,4400
5000,3000,2000
5330,2710,1960
3300,2350,4350
10000,0,0
2800,2720,4480
9300,0,700
5660,1880,2460
2560,3440,4000
3400,1860,4740
5520,640,3840
8700,400,900
10000,0,0
5000,1500,3500
4000,3780,2220
4400,2100,3500
10000,0,0
5600,1200,3200
10000,0,0
5000,500,4500
10000,0,0
4400,1870,3730
7200,700,2100
5000,2800,2200
4160,3120,2720
2120,4690,3190
9000,200,800
5400,2800,1800
2500,5700,1800
5000,2000,3000
4000,4200,1800
6900,800,2300
9100,450,450
5200,2400,2400
3420,4440,2140
5280,2500,2220
8640,720,640
5280,2880,1840
2800,5700,1500
3400,3300,3300
10000,0,0
6200,1400,2400
4600,4400,1000
2800,3680,3520
3800,4100,2100
1900,2130,5970
6570,2100,1330
9000,800,200
6600,700,2700
5000,2000,3000
4020,3180,2800
5960,1980,2060
5400,1800,2800
8400,1260,340
5800,2100,2100
5500,900,3600
2600,1910,5490
2500,1800,5700
8380,360,1260
6300,2160,1540
6000,2600,1400
7300,1800,900
5000,1500,3500
5000,1700,3300
10000,0,0
7200,800,2000
3700,5100,1200
4300,2310,3390
4300,3560,2140
3490,4130,2380
5780,1190,3030
5800,600,3600
2100,4060,3840
5000,2600,2400
8000,0,2000
7400,800,1800
7400,800,1800
9000,0,1000
6580,1620,1800
4300,3600,2100
2210,3130,4660
4400,4800,800
6400,2340,1260
10000,0,0
5200,2400,2400
5000,2000,3000
5600,3200,1200
4500,1300,4200
5500,2250,2250
3400,1800,4800
5840,2380,1780
9000,0,1000
3900,2200,3900
3100,4500,2400
4280,3160,2560
3000,5300,1700
4010,3280,2710
1700,3800,4500
6600,2700,700
7000,2100,900
7000,3000,0
3520,3760,2720
3290,2060,4650
8200,900,900
4190,4110,1700
7480,1140,1380
4480,2880,2640
5000,3100,1900
8000,2000,0
4300,2800,2900
6160,1920,1920
5400,1800,2800
2900,2700,4400
3200,1500,5300
5410,2700,1890
4600,3000,2400
4000,6000,0
4800,3600,1600
4280,860,4860
6300,2160,1540
4000,4800,1200
4500,3050,2450
3700,2300,4000
9000,200,800
2400,4200,3400
3600,1400,5000
6080,2480,1440
6350,2100,1550
3880,3020,3100
8100,1100,800
6000,0,4000
5240,270,4490
3860,2850,3290
6480,960,2560
6560,1600,1840
5400,2500,2100
3710,1190,5100
4700,2400,2900
6600,700,2700
7510,420,2070
6000,2340,1660
10000,0,0
5450,1820,2730
3500,3700,2800
3430,2640,3930
4500,4100,1400
7400,1800,800
5400,2800,1800
2100,5500,2400
4800,700,4500
6060,1400,2540
8080,960,960
2920,2190,4890
10000,0,0
4400,4800,800
3100,3100,3800
3500,3500,3000
9000,0,1000
3050,3470,3480
5000,1500,3500
4700,2900,2400
4950,1050,4000
4300,1180,4520
4800,1600,3600
5200,2500,2300
7540,1140,1320
3400,3400,3200
4600,2690,2710
4100,2600,3300
4200,2900,2900
3500,4300,2200
6000,2400,1600
4800,3000,2200
5600,3200,1200
7280,1300,1420
4200,4100,1700
3200,3600,3200
6680,1480,1840
6480,1960,1560
9000,0,1000
5000,1300,3700
6840,1540,1620
3720,3140,3140
5500,2370,2130
5600,2600,1800
6600,2700,700
4030,3150,2820
6040,1600,2360
4200,900,4900
3450,3650,2900
7960,1360,680
8200,900,900
9000,0,1000
3780,4320,1900
5400,1800,2800
5060,1400,3540
5600,1200,3200
3200,4300,2500
9000,1000,0
6400,0,3600
5200,2400,2400
6000,3200,800
6510,2700,790
7200,760,2040
5000,1800,3200
5200,2400,2400
3600,3200,3200
2400,1700,5900
6710,3150,140
4300,2800,2900
7400,1800,800
3960,2240,3800
3500,3390,3110
5200,1300,3500
3300,3000,3700
5600,3200,1200
3800,1500,4700
9400,600,0
6960,1920,1120
5400,1800,2800
4140,2800,3060
7400,1800,800
6800,1600,1600
5000,2000,3000
2800,3200,4000
4800,2400,2800
7000,0,3000
4840,2600,2560
3800,2900,3300
2260,3190,4550
8000,2000,0
6900,600,2500
6600,2700,700
6200,1400,2400
4900,2100,3000
5600,2800,1600
5360,2320,2320
4750,1330,3920
3400,4600,2000
3200,4400,2400
2200,2500,5300
5200,3300,1500
9560,120,320
6200,2400,1400
4000,3400,2600
5000,2000,3000
4600,2700,2700
10000,0,0
3280,2400,4320
6700,1120,2180
2400,0,7600
4000,2760,3240
3800,2400,3800
3900,2900,3200
4300,2900,2800
