topo1,topo2,topo3
2850,1650,5500
0,2000,8000
582,632,8786
2800,3200,4000
2914,2529,4557
2264,5280,2456
3592,2192,4216
700,740,8560
3936,2568,3496
2388,5274,2338
2750,3250,4000
0,0,10000
3776,3446,2778
5820,780,3400
3540,5260,1200
2520,2190,5290
50,760,9190
550,600,8850
2790,2360,4850
600,6500,2900
1920,760,7320
3272,4122,2606
2700,440,6860
2100,1020,6880
4960,2150,2890
2320,5400,2280
1430,2790,5780
2064,2508,5428
5192,3352,1456
1730,870,7400
2192,1672,6136
1910,2850,5240
900,7300,1800
1480,2560,5960
1179,1953,6868
7600,1500,900
1000,1800,7200
3860,2292,3848
2808,2800,4392
1840,1830,6330
2862,3508,3630
2820,4480,2700
5760,2180,2060
2020,300,7680
3686,2106,4208
1620,5880,2500
2800,3240,3960
1750,2000,6250
280,1800,7920
1520,590,7890
2280,1500,6220
6390,670,2940
1704,2584,5712
1728,3608,4664
2700,3848,3452
1792,4656,3552
2194,5428,2378
1380,2750,5870
3200,1200,5600
4570,270,5160
2792,3368,3840
2300,3100,4600
1576,4886,3538
2020,4300,3680
1808,1670,6522
4200,0,5800
1410,2250,6340
3420,2320,4260
2080,600,7320
3804,2536,3660
1716,5504,2780
3240,2890,3870
2812,3664,3524
2240,2420,5340
2190,3360,4450
3402,3938,2660
3470,2040,4490
1083,1540,7377
1725,2565,5710
2600,2520,4880
1510,2040,6450
2896,2806,4298
4108,1556,4336
630,3070,6300
3122,2288,4590
2720,2880,4400
0,1000,9000
3700,3360,2940
2712,2232,5056
1560,1240,7200
3526,2540,3934
1620,6480,1900
2848,2828,4324
7410,370,2220
2040,6080,1880
2048,768,7184
1986,262,7752
3600,2280,4120
2880,1600,5520
3480,3440,3080
1024,1024,7952
1920,2740,5340
1598,2058,6344
2386,858,6756
4150,2855,2995
2020,3700,4280
2285,2615,5100
5942,3244,814
3551,4981,1468
2288,3168,4544
2400,2400,5200
3960,1080,4960
1932,1124,6944
2885,2295,4820
2940,2180,4880
3140,4920,1940
5868,2068,2064
1140,1260,7600
3390,2400,4210
1785,2765,5450
5230,1800,2970
5800,2460,1740
1900,3400,4700
3020,1964,5016
1620,900,7480
2704,2142,5154
4152,3468,2380
360,1060,8580
3545,3515,2940
2520,1680,5800
5200,2640,2160
2650,3000,4350
2780,3188,4032
1680,4040,4280
3235,1775,4990
3360,2560,4080
3160,1040,5800
680,2400,6920
2620,2580,4800
2720,1280,6000
2151,3816,4033
2760,3110,4130
940,2750,6310
1950,3070,4980
2540,3740,3720
40,4980,4980
