"","pvt_brood_temp","pvt_egg_temp","fixed_temp","shared_temp","prop_pvt_brood_temp","prop_pvt_egg_temp","diff_p_priv_EggBrood","Gtest_p"
"117",2033,4292,329,482,0.808349900596421,0.899036447423544,0.0906865468271227,"TRUE"
"118",1803,4637,356,411,0.814363143631436,0.918581616481775,0.104218472850339,"TRUE"
"119",1937,4392,332,481,0.801075268817204,0.90129283808742,0.100217569270216,"TRUE"
"120",2192,4126,369,445,0.831247629882442,0.902647123167797,0.0713994932853548,"TRUE"
"121",2198,4007,360,469,0.824146981627297,0.895218945487042,0.0710719638597453,"TRUE"
"122",1946,4215,390,394,0.831623931623932,0.914515079192883,0.0828911475689518,"TRUE"
"123",1687,4564,363,411,0.804099142040038,0.917386934673367,0.113287792633329,"TRUE"
"124",1996,4567,338,464,0.811382113821138,0.907771814748559,0.0963897009274207,"TRUE"
"125",1767,4780,337,442,0.799909461294704,0.915358100344696,0.115448639049992,"TRUE"
"126",1853,4191,375,402,0.821729490022173,0.912475506205095,0.0907460161829217,"TRUE"
"127",1836,4336,365,379,0.828893905191874,0.919618239660657,0.0907243344687839,"TRUE"
"128",1547,4690,402,353,0.814210526315789,0.930001982946659,0.115791456630869,"TRUE"
"129",2104,4109,357,443,0.826069886140558,0.90268014059754,0.076610254456982,"TRUE"
"130",1931,4316,349,423,0.820305862361937,0.910740662587044,0.0904348002251065,"TRUE"
"131",1856,4134,380,413,0.817981489643015,0.909170881900154,0.0911893922571394,"TRUE"
"132",1983,4120,358,419,0.8255620316403,0.907688918263935,0.0821268866236351,"TRUE"
"133",1882,4338,373,417,0.818616789908656,0.912302839116719,0.0936860492080633,"TRUE"
"134",1629,4639,357,366,0.816541353383459,0.926873126873127,0.110331773489668,"TRUE"
"135",1899,4363,350,468,0.802281368821293,0.903125646864003,0.100844278042711,"TRUE"
"136",1893,4403,369,457,0.805531914893617,0.9059670781893,0.100435163295683,"TRUE"
"137",1887,4663,335,436,0.812311665949204,0.914493037850559,0.102181371901355,"TRUE"
"138",1786,4552,339,426,0.807414104882459,0.914423463238248,0.107009358355789,"TRUE"
"139",2041,4387,344,487,0.807357594936709,0.900082068116537,0.0927244731798278,"TRUE"
"140",2123,4139,332,499,0.809687261632342,0.892410521776628,0.0827232601442861,"TRUE"
"141",1912,4329,357,463,0.805052631578947,0.903380634390651,0.0983280028117037,"TRUE"
"142",2040,4259,336,479,0.809845176657404,0.898902490502322,0.0890573138449179,"TRUE"
"143",1929,4323,337,474,0.802746566791511,0.901188242651657,0.0984416758601467,"TRUE"
"144",1856,4470,336,417,0.816542014958205,0.914671577655003,0.0981295626967981,"TRUE"
"145",1880,4256,362,438,0.811044003451251,0.906689390711547,0.0956453872602956,"TRUE"
"146",1863,4293,351,435,0.810704960835509,0.907994923857868,0.0972899630223589,"TRUE"
"147",2100,4368,343,440,0.826771653543307,0.908485856905158,0.081714203361851,"TRUE"
"148",1955,4331,361,413,0.825591216216216,0.912942664418212,0.0873514482019963,"TRUE"
"149",1610,4184,393,369,0.813542193026781,0.918954535471118,0.105412342444337,"TRUE"
"150",1971,4098,355,451,0.813790255986788,0.9008573312816,0.0870670752948126,"TRUE"
"151",1962,4415,372,410,0.827150084317032,0.915025906735751,0.0878758224187193,"TRUE"
"152",1722,4551,376,414,0.806179775280899,0.916616314199396,0.110436538918497,"TRUE"
"153",1812,4188,358,419,0.812191842223218,0.909051443455611,0.0968596012323928,"TRUE"
"154",1554,4399,376,372,0.806853582554517,0.92202892475372,0.115175342199203,"TRUE"
"155",1966,4234,370,446,0.815091210613599,0.904700854700855,0.089609644087256,"TRUE"
"156",1894,4176,371,449,0.808365343576611,0.902918918918919,0.0945535753423078,"TRUE"
"157",1806,4287,375,418,0.81205035971223,0.91115834218916,0.0991079824769303,"TRUE"
"158",1823,4225,382,375,0.829390354868062,0.918478260869565,0.0890879060015033,"TRUE"
"159",1756,4322,366,391,0.817885421518398,0.917037980055167,0.0991525585367689,"TRUE"
"160",1772,4091,376,375,0.825337680484397,0.91603224361845,0.0906945631340537,"TRUE"
"161",2013,4500,319,480,0.807460890493381,0.903614457831325,0.0961535673379439,"TRUE"
"162",1946,4220,346,432,0.818334735071489,0.90713671539123,0.0888019803197408,"TRUE"
"163",1881,4317,351,459,0.803846153846154,0.903894472361809,0.100048318515655,"TRUE"
"164",1868,4554,368,444,0.807958477508651,0.911164465786314,0.103205988277664,"TRUE"
"165",1846,3917,376,390,0.825581395348837,0.909449732992802,0.0838683376439652,"TRUE"
"166",1496,4754,410,309,0.828808864265928,0.938968990716966,0.110160126451038,"TRUE"
"167",2262,4153,329,542,0.806704707560628,0.884558040468584,0.0778533329079559,"TRUE"
"168",2189,4401,339,485,0.818623784592371,0.900736799017601,0.0821130144252303,"TRUE"
"169",1984,4608,345,450,0.815119145439606,0.911032028469751,0.0959128830301452,"TRUE"
"170",2164,4141,360,479,0.818766553159289,0.896320346320346,0.0775537931610576,"TRUE"
"171",1909,4106,372,418,0.820369574559519,0.907603890362511,0.0872343158029925,"TRUE"
"172",2128,4296,341,477,0.816890595009597,0.900062853551226,0.0831722585416287,"TRUE"
"173",1853,4478,346,440,0.808111644134322,0.910532736884913,0.102421092750591,"TRUE"
"174",1510,4095,429,295,0.836565096952909,0.932801822323462,0.0962367253705538,"TRUE"
"175",1711,4377,371,383,0.817096466093601,0.91953781512605,0.10244134903245,"TRUE"
"176",2093,3939,332,464,0.818537348455221,0.894617306382012,0.0760799579267913,"TRUE"
"177",2194,4166,324,495,0.815916697657122,0.893799613816778,0.0778829161596559,"TRUE"
"178",1931,4187,336,478,0.801577418015774,0.897534833869239,0.0959574158534648,"TRUE"
"179",1845,4114,336,434,0.809565598946906,0.90457343887423,0.095007839927324,"TRUE"
"180",1788,4364,356,406,0.814949863263446,0.914884696016771,0.0999348327533257,"TRUE"
"181",1742,4212,363,422,0.804990757855823,0.908933966335779,0.103943208479957,"TRUE"
"182",1798,4229,374,394,0.820255474452555,0.914773956305429,0.0945184818528746,"TRUE"
"183",1905,3760,380,414,0.821474773609314,0.900814566363201,0.0793397927538865,"TRUE"
"184",2007,4221,351,470,0.810254339927331,0.899808143253038,0.0895538033257063,"TRUE"
"185",1724,4187,373,385,0.817449027975344,0.915791776027997,0.0983427480526528,"TRUE"
"186",2102,4412,324,489,0.811269780007719,0.900224443991022,0.0889546639833032,"TRUE"
"187",2141,3798,357,445,0.827919566898685,0.895121376384634,0.0672018094859483,"TRUE"
"188",2144,4216,349,487,0.814899277841125,0.896449075058473,0.0815497972173482,"TRUE"
"189",1824,4518,349,392,0.823104693140794,0.920162932790224,0.0970582396494297,"TRUE"
"190",1340,4494,410,318,0.808202653799759,0.933915211970075,0.125712558170316,"TRUE"
"191",1903,4222,364,448,0.809442790301999,0.90406852248394,0.0946257321819409,"TRUE"
"192",2152,3899,353,450,0.827056110684089,0.896527937456887,0.0694718267727975,"TRUE"
"193",1659,4548,354,409,0.802224371373308,0.917490417591285,0.115266046217977,"TRUE"
"194",1916,3701,399,372,0.837412587412587,0.908666830346182,0.0712542429335948,"TRUE"
"195",1918,3905,375,403,0.826367944851357,0.906453110492108,0.0800851656407505,"TRUE"
"196",1803,4452,338,443,0.802760463045414,0.90949948927477,0.106739026229356,"TRUE"
"197",2039,4566,324,493,0.805292259083728,0.902549911049615,0.0972576519658863,"TRUE"
"198",2071,4656,327,494,0.807407407407407,0.904077669902913,0.0966702624955051,"TRUE"
"199",2157,4268,354,447,0.828341013824885,0.905196182396607,0.0768551685717218,"TRUE"
"200",1981,4183,372,440,0.818256918628666,0.90482370754921,0.0865667889205447,"TRUE"
"201",1853,4118,358,426,0.813075910487056,0.90625,0.0931740895129443,"TRUE"
"202",1901,4066,351,416,0.820457488131204,0.907184292726461,0.0867268045952573,"TRUE"
"203",1991,4476,345,454,0.814314928425358,0.907910750507099,0.0935958220817414,"TRUE"
"204",1671,3919,382,351,0.826409495548961,0.917798594847775,0.0913890992988138,"TRUE"
"205",1829,3916,386,402,0.81981174361273,0.906901343214451,0.0870895996017215,"TRUE"
"206",1784,4399,364,420,0.809437386569873,0.912844988586844,0.103407602016971,"TRUE"
"207",1833,4520,357,433,0.808914386584289,0.912578235412881,0.103663848828592,"TRUE"
"208",1954,4543,350,464,0.808105872622002,0.907329738366287,0.0992238657442855,"TRUE"
"209",2021,3771,367,389,0.838589211618257,0.906490384615385,0.0679011729971274,"TRUE"
"210",2131,4421,343,488,0.813669339442535,0.900590751680587,0.0869214122380514,"TRUE"
"211",1938,4202,352,440,0.814970563498738,0.90521327014218,0.0902427066434417,"TRUE"
"212",1880,4385,354,419,0.81774684645498,0.91278101582015,0.0950341693651695,"TRUE"
"213",1735,4445,368,359,0.828557784145177,0.925270607826811,0.0967128236816344,"TRUE"
"214",1981,4422,321,464,0.810224948875256,0.905034793286942,0.0948098444116866,"TRUE"
"215",1934,4656,338,461,0.807515657620042,0.909908149306234,0.102392491686192,"TRUE"
"216",1922,4707,352,419,0.821016659547202,0.918259851736247,0.0972431921890445,"TRUE"
"217",1949,4316,337,416,0.824101479915433,0.912087912087912,0.0879864321724787,"TRUE"
"218",1684,4601,355,374,0.818270165208941,0.924824120603015,0.106553955394074,"TRUE"
"219",1670,4492,352,406,0.804431599229287,0.917109024091466,0.112677424862179,"TRUE"
"220",1933,4258,375,430,0.818027930596699,0.908276450511945,0.0902485199152463,"TRUE"
"221",1877,3879,361,400,0.824330259112868,0.906520215003506,0.0821899558906377,"TRUE"
"222",1914,4307,352,433,0.815509160630592,0.908649789029536,0.0931406283989437,"TRUE"
"223",1815,4155,378,392,0.822383325781604,0.913789311634044,0.0914059858524404,"TRUE"
"224",1997,3411,409,354,0.849425776265419,0.90597609561753,0.056550319352111,"TRUE"
"225",1882,4441,338,425,0.815778066753359,0.912659268392931,0.0968812016395713,"TRUE"
"226",1795,4919,338,457,0.797069271758437,0.91499255952381,0.117923287765373,"TRUE"
"227",1828,4346,359,459,0.79930039352864,0.904474505723205,0.105174112194565,"TRUE"
"228",1871,4229,361,394,0.826048565121413,0.914773956305429,0.0887253911840166,"TRUE"
"229",2070,4417,348,481,0.811446491571933,0.901796651694569,0.0903501601226366,"TRUE"
"230",2142,4160,354,469,0.820375335120643,0.898682220782026,0.0783068856613829,"TRUE"
"231",1986,4031,372,452,0.814602132895816,0.899174659826009,0.0845725269301931,"TRUE"
"232",1839,3809,405,397,0.822450805008945,0.905611031859249,0.0831602268503042,"TRUE"
"233",2189,4042,344,476,0.821388367729831,0.894643647631695,0.0732552799018643,"TRUE"
"234",1967,4254,357,448,0.814492753623188,0.904721395151,0.0902286415278112,"TRUE"
"235",1833,4501,362,428,0.810703228659885,0.91316697098803,0.102463742328145,"TRUE"
"236",2126,4370,360,467,0.819899730042422,0.903452553235477,0.0835528231930547,"TRUE"
"237",1855,4392,367,423,0.814310798946444,0.91214953271028,0.0978387337638361,"TRUE"
"238",1737,3855,375,361,0.82793136320305,0.914373814041746,0.0864424508386953,"TRUE"
"239",1965,4411,354,445,0.815352697095436,0.9083607907743,0.0930080936788642,"TRUE"
"240",1860,4027,377,397,0.824102791315906,0.910262206148282,0.0861594148323761,"TRUE"
"241",2081,3801,357,436,0.826777910210568,0.897097002596177,0.0703190923856084,"TRUE"
"242",1919,4089,330,457,0.807659932659933,0.899472063352398,0.0918121306924651,"TRUE"
"243",1712,4667,370,358,0.827053140096618,0.928756218905473,0.101703078808854,"TRUE"
"244",2074,4475,346,456,0.819762845849802,0.907523828837964,0.0877609829881615,"TRUE"
"245",1882,4627,345,410,0.821116928446771,0.918602342664284,0.0974854142175129,"TRUE"
"246",1730,3704,388,391,0.815652993870816,0.904517704517705,0.0888647106468888,"TRUE"
"247",2105,4411,332,477,0.815259488768397,0.902414075286416,0.0871545865180191,"TRUE"
"248",1996,3906,367,433,0.821737340469329,0.900207421064761,0.0784700805954326,"TRUE"
"249",2044,4237,325,502,0.802827965435978,0.894070479004009,0.0912425135680313,"TRUE"
"250",1750,4289,355,416,0.807940904893813,0.911583421891605,0.103642516997791,"TRUE"
"251",1846,4301,357,430,0.811072056239016,0.909110124709364,0.098038068470348,"TRUE"
"252",1813,4145,380,389,0.823342415985468,0.914203793559771,0.0908613775743029,"TRUE"
"253",1702,4368,365,389,0.813964610234338,0.918225772545722,0.104261162311384,"TRUE"
"254",1899,4156,328,429,0.815721649484536,0.906434023991276,0.0907123745067399,"TRUE"
"255",2199,4098,338,489,0.818080357142857,0.893394375408764,0.0753140182659068,"TRUE"
"256",1909,4511,331,456,0.807188160676533,0.908194080934166,0.101005920257633,"TRUE"
"257",1859,4297,361,390,0.826589595375723,0.916791124386601,0.0902015290108787,"TRUE"
"258",1900,4342,345,449,0.808854831843338,0.906282613233146,0.0974277813898079,"TRUE"
"259",1891,4566,322,478,0.798227100042212,0.905233941316416,0.107006841274204,"TRUE"
"260",2230,3889,348,469,0.826231937754724,0.892381826525929,0.0661498887712054,"TRUE"
"261",1613,4594,344,405,0.799306243805748,0.918983796759352,0.119677552953604,"TRUE"
"262",2071,4184,346,419,0.831726907630522,0.908972409298284,0.0772455016677617,"TRUE"
"263",1891,4274,352,459,0.80468085106383,0.903021339530953,0.0983404884671231,"TRUE"
"264",1864,3810,375,384,0.829181494661922,0.908440629470672,0.0792591348087507,"TRUE"
"265",1866,4226,339,418,0.816987740805604,0.909991386735573,0.0930036459299686,"TRUE"
"266",1741,4453,361,400,0.81317141522653,0.917576756645374,0.104405341418844,"TRUE"
"267",1817,4632,311,492,0.786920744911217,0.903981264637002,0.117060519725785,"TRUE"
"268",2108,4257,338,460,0.820872274143302,0.90248039007844,0.0816081159351375,"TRUE"
"269",2030,4134,348,459,0.815588589795098,0.900065316786414,0.0844767269913157,"TRUE"
"270",1647,4502,370,387,0.809734513274336,0.92084270812027,0.111108194845934,"TRUE"
"271",2001,4146,376,392,0.836188884245717,0.913618334067871,0.0774294498221546,"TRUE"
"272",1809,4424,342,454,0.799381352187362,0.906929069290693,0.107547717103331,"TRUE"
"273",2008,4497,342,468,0.810985460420032,0.905740181268882,0.0947547208488499,"TRUE"
"274",1892,4482,357,419,0.818693206404154,0.91450724341971,0.0958140370155562,"TRUE"
"275",2076,4324,352,477,0.813160987074031,0.900645698812747,0.0874847117387169,"TRUE"
"276",2158,4535,320,528,0.803425167535369,0.895714003555204,0.092288836019836,"TRUE"
"277",2093,4219,337,447,0.824015748031496,0.904200600085727,0.0801848520542305,"TRUE"
"278",1881,3997,372,396,0.826086956521739,0.909856590029593,0.0837696335078534,"TRUE"
"279",1869,4286,355,429,0.81331592689295,0.909013785790032,0.0956978588970814,"TRUE"
"280",1966,4233,356,465,0.808720691073632,0.901021711366539,0.0923010202929068,"TRUE"
"281",1862,4399,353,419,0.816308636562911,0.913034454130345,0.0967258175674336,"TRUE"
"282",2099,4217,332,444,0.825403067243413,0.90474147178717,0.0793384045437568,"TRUE"
"283",1551,4579,366,439,0.779396984924623,0.912514946193703,0.133117961269079,"TRUE"
"284",1802,4179,346,411,0.814279258924537,0.910457516339869,0.0961782574153325,"TRUE"
"285",1761,4236,369,460,0.792886087348041,0.902044293015332,0.109158205667291,"TRUE"
"286",1819,4282,353,400,0.819738621000451,0.91456642460487,0.094827803604419,"TRUE"
"287",2022,4205,341,462,0.814009661835749,0.901007070923506,0.0869974090877568,"TRUE"
"288",2058,3901,366,414,0.83252427184466,0.904055619930475,0.071531348085815,"TRUE"
"289",1995,4572,338,486,0.804111245465538,0.903914590747331,0.0998033452817928,"TRUE"
"290",2094,4305,319,500,0.807247494217425,0.895941727367326,0.0886942331499009,"TRUE"
"291",2035,4683,341,472,0.811727163940965,0.908438409311348,0.0967112453703829,"TRUE"
"292",2057,4271,344,459,0.817567567567568,0.902959830866808,0.0853922632992401,"TRUE"
"293",2056,3823,378,404,0.835772357723577,0.904423941329548,0.0686515836059709,"TRUE"
"294",1829,4525,320,452,0.801841297676458,0.909182238296162,0.107340940619705,"TRUE"
"295",1809,4416,378,394,0.821152973218339,0.918087318087318,0.0969343448689796,"TRUE"
"296",2009,4241,320,472,0.80975413139863,0.8998514746446,0.0900973432459704,"TRUE"
"297",1872,4211,363,451,0.805854498493328,0.903260403260403,0.0974059047670757,"TRUE"
"298",2138,4600,306,509,0.807706837929732,0.900371892738305,0.0926650548085732,"TRUE"
"299",1783,4406,373,416,0.810823101409732,0.913728743260058,0.102905641850326,"TRUE"
"300",1661,4301,369,404,0.804358353510896,0.91413390010627,0.109775546595374,"TRUE"
"301",1979,4394,359,434,0.820140903439702,0.910107705053853,0.0899668016141509,"TRUE"
"302",1913,4133,347,444,0.811624946966483,0.902993227004588,0.0913682800381054,"TRUE"
"303",1997,4265,365,412,0.828974678289747,0.911909343596322,0.0829346653065757,"TRUE"
"304",1814,4667,350,439,0.805148690634709,0.914022718370544,0.108874027735835,"TRUE"
"305",1839,4341,367,406,0.819153674832962,0.914472298293659,0.0953186234606971,"TRUE"
"306",2033,3805,389,424,0.827431827431827,0.899739891227241,0.0723080637954131,"TRUE"
"307",1787,4217,377,387,0.821987120515179,0.915942658557776,0.0939555380425965,"TRUE"
