"","S_pvt_north_temp","S_pvt_spain_temp","S_shared_temp","S_prop_pvt_north_temp","S_prop_pvt_spain_temp","S_count_higher_spain_temp","S_prop_higer_spain_temp","diff_p_priv_SpainNorth","S_Gtest_p"
"59",833,1068,165,0.834669338677355,0.866180048661801,1,1,0.0315107099844458,"TRUE"
"60",803,1067,166,0.828689370485036,0.86536901865369,1,1,0.0366796481686541,"TRUE"
"61",883,1067,166,0.841754051477598,0.86536901865369,1,1,0.0236149671760925,"TRUE"
"62",836,1062,171,0.830188679245283,0.861313868613139,1,1,0.0311251893678556,"TRUE"
"63",824,1060,173,0.826479438314945,0.859691808596918,1,1,0.0332123702819732,"TRUE"
"64",914,1069,164,0.847866419294991,0.866991078669911,1,1,0.01912465937492,"TRUE"
"65",815,1065,168,0.829094608341811,0.86374695863747,1,1,0.0346523502956588,"TRUE"
"66",885,1069,164,0.843660629170639,0.866991078669911,1,1,0.0233304494992721,"TRUE"
"67",829,1054,179,0.822420634920635,0.854825628548256,1,1,0.0324049936276214,"TRUE"
"68",897,1063,170,0.840674789128397,0.862124898621249,1,1,0.0214501094928516,"TRUE"
"69",824,1063,170,0.82897384305835,0.862124898621249,1,1,0.0331510555628989,"TRUE"
"70",802,1072,161,0.832814122533749,0.869424168694242,1,1,0.0366100461604929,"TRUE"
"71",858,1069,164,0.839530332681018,0.866991078669911,1,1,0.0274607459888931,"TRUE"
"72",804,1081,152,0.841004184100418,0.876723438767234,1,1,0.0357192546668159,"TRUE"
"73",704,1080,153,0.82147024504084,0.875912408759124,1,1,0.054442163718284,"TRUE"
"74",828,1055,178,0.823061630218688,0.855636658556367,1,1,0.0325750283376788,"TRUE"
"75",793,1060,173,0.820910973084886,0.859691808596918,1,1,0.0387808355120319,"TRUE"
"76",824,1086,147,0.848609680741504,0.880778588807786,1,1,0.0321689080662824,"TRUE"
"77",759,1067,166,0.82054054054054,0.86536901865369,1,1,0.0448284781131497,"TRUE"
"78",835,1069,164,0.835835835835836,0.866991078669911,1,1,0.0311552428340749,"TRUE"
"79",847,1065,168,0.83448275862069,0.86374695863747,1,1,0.02926420001678,"TRUE"
"80",773,1064,169,0.820594479830149,0.862935928629359,1,1,0.0423414487992106,"TRUE"
"81",790,1076,157,0.834213305174234,0.872668288726683,1,1,0.0384549835524485,"TRUE"
"82",806,1059,174,0.822448979591837,0.858880778588808,1,1,0.036431798996971,"TRUE"
"83",842,1065,168,0.833663366336634,0.86374695863747,1,1,0.030083592300836,"TRUE"
"84",894,1069,164,0.844990548204159,0.866991078669911,1,1,0.022000530465752,"TRUE"
"85",790,1081,152,0.83864118895966,0.876723438767234,1,1,0.038082249807574,"TRUE"
"86",887,1056,177,0.833646616541353,0.856447688564477,1,1,0.0228010720231234,"TRUE"
"87",826,1075,158,0.839430894308943,0.871857258718573,1,1,0.0324263644096294,"TRUE"
"88",760,1074,159,0.826985854189336,0.871046228710462,1,1,0.0440603745211261,"TRUE"
"89",835,1070,163,0.836673346693387,0.867802108678021,1,1,0.0311287619846343,"TRUE"
"90",801,1059,174,0.821538461538462,0.858880778588808,1,1,0.0373423170503462,"TRUE"
"91",877,1063,170,0.837631327602674,0.862124898621249,1,1,0.0244935710185746,"TRUE"
"92",907,1046,187,0.829067641681901,0.848337388483374,1,1,0.0192697468014726,"TRUE"
"93",919,1070,163,0.849353049907579,0.867802108678021,1,1,0.0184490587704426,"TRUE"
"94",815,1062,171,0.82657200811359,0.861313868613139,1,1,0.0347418604995484,"TRUE"
"95",757,1078,155,0.830043859649123,0.874290348742903,1,1,0.0442464890937806,"TRUE"
"96",701,1094,139,0.83452380952381,0.887266828872668,1,1,0.0527430193488587,"TRUE"
"97",876,1082,151,0.852969814995131,0.877534468775345,1,1,0.0245646537802132,"TRUE"
"98",886,1070,163,0.844613918017159,0.867802108678021,1,1,0.0231881906608619,"TRUE"
"99",841,1066,167,0.834325396825397,0.86455798864558,1,1,0.030232591820183,"TRUE"
"100",827,1060,173,0.827,0.859691808596918,1,1,0.0326918085969181,"TRUE"
"101",756,1072,161,0.824427480916031,0.869424168694242,1,1,0.0449966877782111,"TRUE"
"102",809,1074,159,0.835743801652893,0.871046228710462,1,1,0.0353024270575698,"TRUE"
"103",948,1053,180,0.840425531914894,0.854014598540146,1,1,0.0135890666252523,"TRUE"
"104",885,1063,170,0.838862559241706,0.862124898621249,1,1,0.0232623393795428,"TRUE"
"105",891,1074,159,0.848571428571429,0.871046228710462,1,1,0.0224748001390338,"TRUE"
"106",723,1075,158,0.820658342792281,0.871857258718573,1,1,0.0511989159262911,"TRUE"
"107",872,1054,179,0.829686013320647,0.854825628548256,1,1,0.0251396152276093,"TRUE"
"108",904,1055,178,0.835489833641405,0.855636658556367,1,1,0.0201468249149618,"TRUE"
"109",849,1064,169,0.833988212180747,0.862935928629359,1,1,0.0289477164486127,"TRUE"
"110",860,1072,161,0.842311459353575,0.869424168694242,1,1,0.0271127093406668,"TRUE"
"111",770,1061,172,0.817409766454352,0.860502838605028,1,1,0.0430930721506759,"TRUE"
"112",943,1063,170,0.847259658580413,0.862124898621249,1,1,0.0148652400408357,"TRUE"
"113",897,1058,175,0.836753731343284,0.858069748580698,1,1,0.0213160172374139,"TRUE"
"114",872,1063,170,0.836852207293666,0.862124898621249,1,1,0.0252726913275829,"TRUE"
"115",718,1065,168,0.81038374717833,0.86374695863747,1,1,0.05336321145914,"TRUE"
"116",893,1067,166,0.843248347497639,0.86536901865369,1,1,0.0221206711560509,"TRUE"
"117",812,1066,167,0.829417773237998,0.86455798864558,1,1,0.0351402154075819,"TRUE"
"118",747,1074,159,0.824503311258278,0.871046228710462,1,1,0.0465429174521842,"TRUE"
"119",861,1055,178,0.828681424446583,0.855636658556367,1,1,0.0269552341097834,"TRUE"
"120",843,1069,164,0.837140019860973,0.866991078669911,1,1,0.0298510588089376,"TRUE"
"121",862,1071,162,0.841796875,0.868613138686131,1,1,0.0268162636861314,"TRUE"
"122",826,1092,141,0.854188210961737,0.885644768856448,1,1,0.0314565578947104,"TRUE"
"123",810,1074,159,0.835913312693498,0.871046228710462,1,1,0.0351329160169639,"TRUE"
"124",807,1055,178,0.819289340101523,0.855636658556367,1,1,0.0363473184548437,"TRUE"
"125",736,1071,162,0.819599109131403,0.868613138686131,1,1,0.0490140295547283,"TRUE"
"126",893,1062,171,0.839285714285714,0.861313868613139,1,1,0.0220281543274243,"TRUE"
"127",801,1060,174,0.821538461538462,0.858995137763371,1,1,0.0374566762249096,"TRUE"
"128",713,1064,169,0.808390022675737,0.862935928629359,1,1,0.0545459059536223,"TRUE"
"129",863,1058,175,0.83140655105973,0.858069748580698,1,1,0.0266631975209672,"TRUE"
"130",841,1051,182,0.822091886608016,0.852392538523925,1,1,0.0303006519159097,"TRUE"
"131",831,1061,172,0.82851445663011,0.860502838605028,1,1,0.0319883819749187,"TRUE"
"132",900,1079,154,0.853889943074004,0.875101378751014,1,1,0.02121143567701,"TRUE"
"133",780,1075,158,0.831556503198294,0.871857258718573,1,1,0.0403007555202783,"TRUE"
"134",881,1051,182,0.828786453433678,0.852392538523925,1,1,0.0236060850902471,"TRUE"
"135",747,1058,175,0.810195227765727,0.858069748580698,1,1,0.0478745208149708,"TRUE"
"136",805,1051,182,0.815602836879433,0.852392538523925,1,1,0.0367897016444928,"TRUE"
"137",874,1061,172,0.835564053537285,0.860502838605028,1,1,0.0249387850677435,"TRUE"
"138",860,1057,176,0.83011583011583,0.857258718572587,1,1,0.0271428884567571,"TRUE"
"139",861,1057,176,0.830279652844744,0.857258718572587,1,1,0.0269790657278427,"TRUE"
"140",755,1077,156,0.828759604829857,0.873479318734793,1,1,0.0447197139049359,"TRUE"
"141",854,1069,164,0.838899803536346,0.866991078669911,1,1,0.028091275133565,"TRUE"
"142",802,1081,152,0.840670859538784,0.876723438767234,1,1,0.0360525792284503,"TRUE"
"143",745,1085,148,0.834266517357223,0.879967558799676,1,1,0.0457010414424528,"TRUE"
"144",725,1079,154,0.824800910125142,0.875101378751014,1,1,0.0503004686258716,"TRUE"
"145",892,1077,156,0.851145038167939,0.873479318734793,1,1,0.0223342805668543,"TRUE"
"146",839,1073,160,0.83983983983984,0.870235198702352,1,1,0.0303953588625122,"TRUE"
"147",919,1070,163,0.849353049907579,0.867802108678021,1,1,0.0184490587704426,"TRUE"
"148",855,1056,177,0.828488372093023,0.856447688564477,1,1,0.0279593164714536,"TRUE"
"149",794,1068,165,0.827945776850886,0.866180048661801,1,1,0.0382342718109142,"TRUE"
"150",722,1066,167,0.81214848143982,0.86455798864558,1,1,0.0524095072057599,"TRUE"
"151",867,1077,156,0.847507331378299,0.873479318734793,1,1,0.0259719873564941,"TRUE"
"152",793,1067,166,0.826903023983316,0.86536901865369,1,1,0.0384659946703743,"TRUE"
"153",876,1049,184,0.826415094339623,0.850770478507705,1,1,0.0243553841680821,"TRUE"
"154",831,1063,170,0.83016983016983,0.862124898621249,1,1,0.0319550684514188,"TRUE"
"155",888,1067,166,0.842504743833017,0.86536901865369,1,1,0.0228642748206731,"TRUE"
"156",906,1054,179,0.835023041474654,0.854825628548256,1,1,0.0198025870736019,"TRUE"
"157",782,1076,157,0.832800851970181,0.872668288726683,1,1,0.0398674367565018,"TRUE"
"158",741,1093,140,0.841089670828604,0.886455798864558,1,1,0.0453661280359541,"TRUE"
"159",824,1061,172,0.827309236947791,0.860502838605028,1,1,0.0331936016572373,"TRUE"
"160",785,1079,154,0.835995740149095,0.875101378751014,1,1,0.039105638601919,"TRUE"
"161",843,1065,168,0.833827893175074,0.86374695863747,1,1,0.0299190654623954,"TRUE"
"162",745,1095,138,0.843714609286523,0.888077858880779,1,1,0.0443632495942554,"TRUE"
"163",813,1082,151,0.843360995850622,0.877534468775345,1,1,0.0341734729247223,"TRUE"
"164",737,1080,153,0.828089887640449,0.875912408759124,1,1,0.0478225211186747,"TRUE"
"165",754,1082,151,0.833149171270718,0.877534468775345,1,1,0.0443852975046265,"TRUE"
"166",865,1048,185,0.823809523809524,0.849959448499594,1,1,0.0261499246900707,"TRUE"
"167",821,1076,157,0.839468302658487,0.872668288726683,1,1,0.0331999860681962,"TRUE"
"168",855,1055,178,0.827686350435624,0.855636658556367,1,1,0.0279503081207422,"TRUE"
"169",945,1065,168,0.849056603773585,0.86374695863747,1,1,0.0146903548638847,"TRUE"
"170",849,1074,159,0.842261904761905,0.871046228710462,1,1,0.0287843239485576,"TRUE"
"171",822,1082,151,0.8448098663926,0.877534468775345,1,1,0.0327246023827444,"TRUE"
"172",845,1058,175,0.82843137254902,0.858069748580698,1,1,0.0296383760316778,"TRUE"
"173",827,1064,169,0.830321285140562,0.862935928629359,1,1,0.0326146434887971,"TRUE"
"174",810,1060,173,0.824008138351984,0.859691808596918,1,1,0.0356836702449344,"TRUE"
"175",841,1078,155,0.844377510040161,0.874290348742903,1,1,0.0299128387027429,"TRUE"
"176",807,1070,163,0.831958762886598,0.867802108678021,1,1,0.0358433457914231,"TRUE"
"177",832,1067,166,0.833667334669339,0.86536901865369,1,1,0.0317016839843516,"TRUE"
"178",818,1088,145,0.849428868120457,0.882400648824006,1,1,0.0329717807035496,"TRUE"
"179",795,1058,175,0.819587628865979,0.858069748580698,1,1,0.0384821197147182,"TRUE"
"180",817,1067,166,0.831129196337742,0.86536901865369,1,1,0.0342398223159486,"TRUE"
"181",749,1064,169,0.815904139433551,0.862935928629359,1,1,0.0470317891958081,"TRUE"
"182",938,1073,160,0.854280510018215,0.870235198702352,1,1,0.0159546886841371,"TRUE"
"183",938,1063,170,0.846570397111913,0.862124898621249,1,1,0.0155545015093356,"TRUE"
"184",782,1072,161,0.829268292682927,0.869424168694242,1,1,0.0401558760113149,"TRUE"
"185",836,1052,181,0.822025565388397,0.853203568532036,1,1,0.0311780031436385,"TRUE"
"186",823,1060,173,0.826305220883534,0.859691808596918,1,1,0.033386587713384,"TRUE"
"187",761,1059,174,0.813903743315508,0.858880778588808,1,1,0.0449770352732998,"TRUE"
"188",717,1074,159,0.818493150684932,0.871046228710462,1,1,0.0525530780255308,"TRUE"
"189",750,1086,147,0.836120401337793,0.880778588807786,1,1,0.0446581874699933,"TRUE"
"190",798,1069,164,0.82952182952183,0.866991078669911,1,1,0.0374692491480813,"TRUE"
"191",864,1067,166,0.838834951456311,0.86536901865369,1,1,0.0265340671973795,"TRUE"
"192",902,1046,187,0.828282828282828,0.848337388483374,1,1,0.0200545602005456,"TRUE"
"193",886,1051,182,0.829588014981273,0.852392538523925,1,1,0.0228045235426519,"TRUE"
"194",763,1072,161,0.825757575757576,0.869424168694242,1,1,0.0436665929366659,"TRUE"
"195",814,1065,168,0.828920570264766,0.86374695863747,1,1,0.0348263883727039,"TRUE"
"196",888,1063,170,0.839319470699433,0.862124898621249,1,1,0.0228054279218161,"TRUE"
"197",878,1056,177,0.832227488151659,0.856447688564477,1,1,0.024220200412818,"TRUE"
"198",803,1063,170,0.825282631038027,0.862124898621249,1,1,0.0368422675832223,"TRUE"
"199",863,1059,174,0.832208293153327,0.858880778588808,1,1,0.0266724854354808,"TRUE"
"200",880,1073,160,0.846153846153846,0.870235198702352,1,1,0.0240813525485059,"TRUE"
"201",795,1065,168,0.825545171339564,0.86374695863747,1,1,0.0382017872979058,"TRUE"
"202",860,1058,175,0.830917874396135,0.858069748580698,1,1,0.0271518741845622,"TRUE"
"203",788,1069,164,0.827731092436975,0.866991078669911,1,1,0.039259986232936,"TRUE"
"204",905,1062,171,0.841078066914498,0.861313868613139,1,1,0.0202358016986405,"TRUE"
"205",780,1066,167,0.823653643083421,0.86455798864558,1,1,0.0409043455621585,"TRUE"
"206",880,1061,172,0.836501901140684,0.860502838605028,1,1,0.024000937464344,"TRUE"
"207",743,1071,162,0.820994475138122,0.868613138686131,1,1,0.0476186635480099,"TRUE"
"208",867,1067,166,0.839303000968054,0.86536901865369,1,1,0.026066017685636,"TRUE"
"209",899,1065,168,0.842549203373946,0.86374695863747,1,1,0.021197755263524,"TRUE"
"210",879,1055,178,0.831598864711448,0.855636658556367,1,1,0.0240377938449191,"TRUE"
"211",808,1062,171,0.825331971399387,0.861313868613139,1,1,0.0359818972137516,"TRUE"
"212",835,1060,173,0.828373015873016,0.859691808596918,1,1,0.0313187927239021,"TRUE"
"213",855,1053,180,0.826086956521739,0.854014598540146,1,1,0.0279276420184068,"TRUE"
"214",830,1061,172,0.828343313373254,0.860502838605028,1,1,0.0321595252317749,"TRUE"
"215",798,1065,168,0.826086956521739,0.86374695863747,1,1,0.0376600021157305,"TRUE"
"216",828,1059,174,0.826347305389222,0.858880778588808,1,1,0.0325334731995862,"TRUE"
"217",857,1061,172,0.832847424684159,0.860502838605028,1,1,0.027655413920869,"TRUE"
"218",884,1076,157,0.849183477425552,0.872668288726683,1,1,0.0234848113011306,"TRUE"
"219",933,1049,184,0.835273052820054,0.850770478507705,1,1,0.0154974256876511,"TRUE"
"220",872,1052,181,0.828110161443495,0.853203568532036,1,1,0.0250934070885409,"TRUE"
"221",852,1052,181,0.824782187802517,0.853203568532036,1,1,0.0284213807295188,"TRUE"
"222",842,1055,178,0.825490196078431,0.855636658556367,1,1,0.0301464624779353,"TRUE"
"223",814,1075,158,0.837448559670782,0.871857258718573,1,1,0.0344086990477906,"TRUE"
"224",853,1074,159,0.842885375494071,0.871046228710462,1,1,0.0281608532163912,"TRUE"
"225",951,1042,191,0.832749562171629,0.845093268450933,1,1,0.0123437062793039,"TRUE"
"226",916,1066,167,0.845798707294552,0.86455798864558,1,1,0.0187592813510277,"TRUE"
"227",924,1057,176,0.84,0.857258718572587,1,1,0.0172587185725872,"TRUE"
"228",901,1062,171,0.840485074626866,0.861313868613139,1,1,0.0208287939862729,"TRUE"
"229",865,1076,157,0.846379647749511,0.872668288726683,1,1,0.0262886409771721,"TRUE"
"230",786,1068,165,0.826498422712934,0.866180048661801,1,1,0.0396816259488668,"TRUE"
"231",857,1064,169,0.835282651072125,0.862935928629359,1,1,0.0276532775572346,"TRUE"
"232",919,1050,183,0.833938294010889,0.851581508515815,1,1,0.0176432145049258,"TRUE"
"233",779,1094,139,0.848583877995643,0.887266828872668,1,1,0.0386829508770256,"TRUE"
"234",796,1065,168,0.825726141078838,0.86374695863747,1,1,0.0380208175586315,"TRUE"
"235",841,1073,160,0.84015984015984,0.870235198702352,1,1,0.0300753585425119,"TRUE"
"236",802,1097,136,0.85501066098081,0.889699918896999,1,1,0.0346892579161889,"TRUE"
"237",754,1078,155,0.829482948294829,0.874290348742903,1,1,0.044807400448074,"TRUE"
"238",753,1075,158,0.826564215148189,0.871857258718573,1,1,0.0452930435703838,"TRUE"
"239",914,1044,189,0.828649138712602,0.846715328467153,1,1,0.0180661897545512,"TRUE"
"240",713,1074,159,0.817660550458716,0.871046228710462,1,1,0.0533856782517468,"TRUE"
"241",737,1065,168,0.814364640883978,0.86374695863747,1,1,0.0493823177534918,"TRUE"
"242",865,1056,177,0.830134357005758,0.856447688564477,1,1,0.0263133315587187,"TRUE"
"243",700,1088,145,0.828402366863905,0.882400648824006,1,1,0.0539982819601011,"TRUE"
"244",885,1052,181,0.830206378986867,0.853203568532036,1,1,0.0229971895451689,"TRUE"
"245",815,1060,173,0.824898785425101,0.859691808596918,1,1,0.0347930231718169,"TRUE"
"246",867,1062,171,0.835260115606936,0.861313868613139,1,1,0.0260537530062022,"TRUE"
"247",922,1053,180,0.836660617059891,0.854014598540146,1,1,0.0173539814802548,"TRUE"
"248",898,1068,165,0.844778927563499,0.866180048661801,1,1,0.0214011210983011,"TRUE"
"249",878,1061,172,0.836190476190476,0.860502838605028,1,1,0.0243123624145523,"TRUE"
"250",763,1074,159,0.827548806941432,0.871046228710462,1,1,0.0434974217690307,"TRUE"
"251",844,1063,171,0.831527093596059,0.861426256077796,1,1,0.0298991624817366,"TRUE"
"252",800,1055,178,0.81799591002045,0.855636658556367,1,1,0.0376407485359167,"TRUE"
"253",893,1048,185,0.828385899814471,0.849959448499594,1,1,0.0215735486851233,"TRUE"
"254",751,1067,166,0.818974918211559,0.86536901865369,1,1,0.0463941004421308,"TRUE"
"255",776,1073,160,0.829059829059829,0.870235198702352,1,1,0.0411753696425229,"TRUE"
"256",810,1070,163,0.832476875642343,0.867802108678021,1,1,0.0353252330356778,"TRUE"
"257",744,1055,178,0.806941431670282,0.855636658556367,1,1,0.0486952268860846,"TRUE"
"258",897,1047,186,0.828254847645429,0.849148418491484,1,1,0.0208935708460548,"TRUE"
"259",862,1050,183,0.82488038277512,0.851581508515815,1,1,0.0267011257406954,"TRUE"
"260",861,1067,166,0.838364167478092,0.86536901865369,1,1,0.0270048511755987,"TRUE"
"261",857,1067,166,0.837732160312806,0.86536901865369,1,1,0.0276368583408847,"TRUE"
"262",875,1069,164,0.842155919153032,0.866991078669911,1,1,0.024835159516879,"TRUE"
"263",797,1084,149,0.842494714587738,0.879156528791565,1,1,0.0366618142038274,"TRUE"
"264",856,1070,163,0.840039254170756,0.867802108678021,1,1,0.0277628545072655,"TRUE"
"265",869,1066,167,0.838803088803089,0.86455798864558,1,1,0.025754899842491,"TRUE"
"266",913,1054,179,0.836080586080586,0.854825628548256,1,1,0.0187450424676702,"TRUE"
"267",954,1046,187,0.836108676599474,0.848337388483374,1,1,0.0122287118838997,"TRUE"
"268",839,1079,154,0.84491440080564,0.875101378751014,1,1,0.0301869779453743,"TRUE"
"269",816,1064,169,0.828426395939086,0.862935928629359,1,1,0.034509532690273,"TRUE"
"270",831,1056,177,0.824404761904762,0.856447688564477,1,1,0.032042926659715,"TRUE"
"271",879,1063,170,0.837940896091516,0.862124898621249,1,1,0.0241840025297333,"TRUE"
"272",828,1067,166,0.832997987927565,0.86536901865369,1,1,0.0323710307261248,"TRUE"
"273",786,1064,169,0.82303664921466,0.862935928629359,1,1,0.0398992794146996,"TRUE"
"274",885,1067,166,0.842055185537583,0.86536901865369,1,1,0.0233138331161069,"TRUE"
"275",893,1061,172,0.83849765258216,0.860502838605028,1,1,0.0220051860228688,"TRUE"
"276",882,1066,167,0.840800762631077,0.86455798864558,1,1,0.0237572260145027,"TRUE"
"277",848,1069,164,0.837944664031621,0.866991078669911,1,1,0.0290464146382902,"TRUE"
"278",807,1079,154,0.839750260145682,0.875101378751014,1,1,0.0353511186053322,"TRUE"
"279",839,1063,170,0.831516352824579,0.862124898621249,1,1,0.0306085457966702,"TRUE"
"280",805,1073,160,0.83419689119171,0.870235198702352,1,1,0.0360383075106422,"TRUE"
"281",818,1075,158,0.838114754098361,0.871857258718573,1,1,0.0337425046202119,"TRUE"
"282",813,1058,175,0.822874493927126,0.858069748580698,1,1,0.035195254653572,"TRUE"
"283",774,1075,158,0.830472103004292,0.871857258718573,1,1,0.0413851557142807,"TRUE"
"284",863,1082,151,0.851084812623274,0.877534468775345,1,1,0.0264496561520705,"TRUE"
"285",843,1075,158,0.842157842157842,0.871857258718573,1,1,0.0296994165607304,"TRUE"
"286",954,1067,166,0.851785714285714,0.86536901865369,1,1,0.0135833043679759,"TRUE"
"287",786,1063,170,0.822175732217573,0.862124898621249,1,1,0.0399491664036757,"TRUE"
"288",917,1067,166,0.846722068328717,0.86536901865369,1,1,0.0186469503249737,"TRUE"
"289",781,1065,168,0.822971548998946,0.86374695863747,1,1,0.0407754096385233,"TRUE"
"290",794,1067,166,0.827083333333333,0.86536901865369,1,1,0.0382856853203569,"TRUE"
"291",862,1082,151,0.850937808489635,0.877534468775345,1,1,0.0265966602857099,"TRUE"
"292",786,1078,155,0.835281615302869,0.874290348742903,1,1,0.0390087334400342,"TRUE"
"293",803,1066,167,0.827835051546392,0.86455798864558,1,1,0.0367229370991882,"TRUE"
"294",663,1087,146,0.819530284301607,0.881589618815896,1,1,0.0620593345142892,"TRUE"
"295",897,1063,170,0.840674789128397,0.862124898621249,1,1,0.0214501094928516,"TRUE"
"296",829,1073,160,0.838220424671385,0.870235198702352,1,1,0.0320147740309668,"TRUE"
"297",828,1068,165,0.833836858006042,0.866180048661801,1,1,0.0323431906557582,"TRUE"
"298",727,1069,164,0.815937149270483,0.866991078669911,1,1,0.0510539293994282,"TRUE"
"299",908,1072,161,0.849391955098223,0.869424168694242,1,1,0.020032213596019,"TRUE"
"300",753,1074,159,0.825657894736842,0.871046228710462,1,1,0.0453883339736202,"TRUE"
