"","pvt_brood_temp","pvt_egg_temp","fixed_temp","shared_temp","prop_pvt_brood_temp","prop_pvt_egg_temp","count_higher_egg_temp","prop_higer_egg_temp"
"3044",1705,5035,347,441,0.794501397949674,0.919466764061359,1,1
"3045",1554,5105,352,371,0.807272727272727,0.932249817384952,1,1
"3046",1902,4994,322,482,0.797818791946309,0.911979547114682,1,1
"3047",1906,4942,295,534,0.781147540983607,0.902483564645727,1,1
"3048",1986,4958,309,518,0.793130990415335,0.905405405405405,1,1
"3049",1896,4961,332,515,0.786395686437163,0.905953250547845,1,1
"3050",1947,4960,318,516,0.790499390986602,0.905770635500365,1,1
"3051",1886,4971,312,505,0.788791300711,0.907779401022644,1,1
"3052",1899,4995,318,481,0.797899159663866,0.912162162162162,1,1
"3053",1872,4996,310,480,0.795918367346939,0.912344777209642,1,1
"3054",1659,5061,329,415,0.799903567984571,0.924214755295836,1,1
"3055",2111,4940,295,536,0.797506611258028,0.902118334550767,1,1
"3056",2019,4937,295,539,0.789288506645817,0.901570489408327,1,1
"3057",1909,4992,314,484,0.797743418303385,0.911614317019722,1,1
"3058",1886,5007,322,469,0.800849256900212,0.914353542731921,1,1
"3059",1898,4981,321,495,0.79314667781028,0.909605551497443,1,1
"3060",1996,4960,325,516,0.794585987261146,0.905770635500365,1,1
"3061",1971,4993,322,483,0.803178484107579,0.911796932067202,1,1
"3062",1919,4967,310,509,0.790362438220758,0.907048940832725,1,1
"3063",1620,5041,332,435,0.788321167883212,0.920562454346238,1,1
"3064",2051,4989,316,487,0.808116627265563,0.911066471877283,1,1
"3065",1917,5007,321,469,0.803436714165968,0.914353542731921,1,1
"3066",2037,4927,292,549,0.787703016241299,0.899744338933528,1,1
"3067",1842,5014,324,462,0.799479166666667,0.915631848064281,1,1
"3068",1819,5011,316,465,0.796409807355517,0.915084002921841,1,1
"3069",2082,4926,312,550,0.791033434650456,0.899561723886048,1,1
"3070",1835,4998,314,478,0.793341980112408,0.912710007304602,1,1
"3071",1798,5043,342,433,0.805916629314209,0.920927684441198,1,1
"3072",1880,5005,332,471,0.799659719268396,0.913988312636961,1,1
"3073",2036,4926,297,550,0.787316318638824,0.899561723886048,1,1
"3074",2038,4955,311,521,0.796404845642829,0.904857560262966,1,1
"3075",1576,5045,340,431,0.785251619332337,0.921292914536158,1,1
"3076",1667,5040,341,436,0.792677127912506,0.920379839298758,1,1
"3077",1719,5005,326,471,0.784931506849315,0.913988312636961,1,1
"3078",1903,5007,327,469,0.802276559865093,0.914353542731921,1,1
"3079",1883,4975,313,501,0.789848993288591,0.908509861212564,1,1
"3080",1894,5032,327,444,0.810094097519247,0.918918918918919,1,1
"3081",1913,4968,304,508,0.790169351507641,0.907231555880205,1,1
"3082",1853,5014,330,462,0.800431965442765,0.915631848064281,1,1
"3083",2065,4951,322,525,0.797297297297297,0.904127100073046,1,1
"3084",1836,5040,322,436,0.808098591549296,0.920379839298758,1,1
"3085",1887,4992,309,484,0.795866722901729,0.911614317019722,1,1
"3086",1795,5010,330,466,0.793896505970809,0.914901387874361,1,1
"3087",1894,4978,302,498,0.79180602006689,0.909057706355004,1,1
"3088",1966,5000,327,476,0.805077805077805,0.913075237399562,1,1
"3089",1960,4991,323,485,0.801635991820041,0.911431701972243,1,1
"3090",2131,4959,316,517,0.8047583081571,0.905588020452885,1,1
"3091",2061,4915,291,561,0.78604118993135,0.897552958363769,1,1
"3092",1916,5005,319,471,0.802681189777964,0.913988312636961,1,1
"3093",1807,5022,329,454,0.799203892083149,0.91709276844412,1,1
"3094",2039,4964,321,512,0.799294394355155,0.906501095690285,1,1
"3095",2202,4946,305,530,0.806002928257687,0.903214024835647,1,1
"3096",1987,4965,307,511,0.795436349079263,0.906683710737765,1,1
"3097",1849,4981,329,495,0.78882252559727,0.909605551497443,1,1
"3098",1937,4978,317,498,0.795482546201232,0.909057706355004,1,1
"3099",1805,5004,321,472,0.792709705753184,0.913805697589481,1,1
"3100",1881,5017,325,459,0.803846153846154,0.91617969320672,1,1
"3101",2002,4977,319,499,0.800479808076769,0.908875091307524,1,1
"3102",1862,5001,333,475,0.796747967479675,0.913257852447042,1,1
"3103",1778,5022,332,454,0.796594982078853,0.91709276844412,1,1
"3104",2155,4950,317,526,0.803804550540843,0.903944485025566,1,1
"3105",1835,4971,311,505,0.784188034188034,0.907779401022644,1,1
"3106",1939,4960,312,516,0.789816700610998,0.905770635500365,1,1
"3107",1994,4971,303,505,0.797919167667067,0.907779401022644,1,1
"3108",1983,4979,313,497,0.799596774193548,0.909240321402484,1,1
"3109",1711,5017,334,459,0.788479262672811,0.91617969320672,1,1
"3110",1835,5002,306,474,0.794716327414465,0.913440467494522,1,1
"3111",2005,4969,308,507,0.798168789808917,0.907414170927684,1,1
"3112",1607,5052,342,424,0.79123584441162,0.922571219868517,1,1
"3113",1774,5007,326,469,0.790905037895675,0.914353542731921,1,1
"3114",1583,5042,343,434,0.784828953891919,0.920745069393718,1,1
"3115",1823,5006,316,470,0.79502834714348,0.914170927684441,1,1
"3116",2203,4910,305,566,0.795594077284218,0.89663988312637,1,1
"3117",1930,4944,302,532,0.78391551584078,0.902848794740687,1,1
"3118",2155,4929,300,547,0.797557364914878,0.900109569028488,1,1
"3119",1786,4999,337,477,0.789217852408308,0.912892622352082,1,1
"3120",1971,4969,326,507,0.795399515738499,0.907414170927684,1,1
"3121",1748,5026,325,450,0.795268425841674,0.917823228634039,1,1
"3122",1876,4990,317,486,0.79424216765453,0.911249086924763,1,1
"3123",1765,4995,323,481,0.785841495992876,0.912162162162162,1,1
"3124",1806,4972,309,504,0.781818181818182,0.907962016070124,1,1
"3125",1867,4977,312,499,0.789095519864751,0.908875091307524,1,1
"3126",1888,4951,320,525,0.782428512225446,0.904127100073046,1,1
"3127",1982,4963,316,513,0.79438877755511,0.906318480642805,1,1
"3128",1894,4969,313,507,0.788837984173261,0.907414170927684,1,1
"3129",1921,5002,324,474,0.802087682672234,0.913440467494522,1,1
"3130",2082,4944,316,532,0.796480489671002,0.902848794740687,1,1
"3131",1961,4970,307,506,0.794892582083502,0.907596785975164,1,1
"3132",1959,5000,320,476,0.804517453798768,0.913075237399562,1,1
"3133",1997,4973,311,503,0.7988,0.908144631117604,1,1
"3134",1894,5012,326,464,0.803223070398643,0.915266617969321,1,1
"3135",1879,4999,334,477,0.797538200339559,0.912892622352082,1,1
"3136",1900,5008,318,468,0.802364864864865,0.914536157779401,1,1
"3137",1990,4976,317,500,0.799196787148594,0.908692476260044,1,1
"3138",1955,4973,320,503,0.795362082994304,0.908144631117604,1,1
"3139",1973,4957,299,519,0.791733547351525,0.905222790357926,1,1
"3140",2107,4939,297,537,0.796898638426626,0.901935719503287,1,1
"3141",1869,4997,324,479,0.795996592844974,0.912527392257122,1,1
"3142",2029,4955,302,521,0.795686274509804,0.904857560262966,1,1
"3143",2170,4916,309,560,0.794871794871795,0.897735573411249,1,1
"3144",1591,5042,355,434,0.785679012345679,0.920745069393718,1,1
"3145",1927,4978,305,498,0.794639175257732,0.909057706355004,1,1
"3146",2071,4914,287,562,0.786555260159514,0.897370343316289,1,1
"3147",1644,5094,369,382,0.811451135241856,0.930241051862673,1,1
"3148",1947,4985,311,491,0.798605414273995,0.910336011687363,1,1
"3149",1633,5020,316,456,0.781713738630924,0.91672753834916,1,1
"3150",1822,4974,293,502,0.783993115318417,0.908327246165084,1,1
"3151",1905,4989,318,487,0.796404682274248,0.911066471877283,1,1
"3152",1880,4988,315,488,0.793918918918919,0.910883856829803,1,1
"3153",2030,4980,336,496,0.803642121931908,0.909422936449964,1,1
"3154",2061,4935,289,541,0.792083013066872,0.901205259313367,1,1
"3155",1895,4972,326,504,0.789912463526469,0.907962016070124,1,1
"3156",1776,5015,325,461,0.793920429146178,0.91581446311176,1,1
"3157",1964,5004,326,472,0.80623973727422,0.913805697589481,1,1
"3158",1760,5002,321,474,0.787824529991047,0.913440467494522,1,1
"3159",1964,4942,287,534,0.786228983186549,0.902483564645727,1,1
"3160",1595,5029,342,447,0.781096963761019,0.918371073776479,1,1
"3161",1933,4972,326,504,0.793188346327452,0.907962016070124,1,1
"3162",1483,5064,350,412,0.782585751978892,0.924762600438276,1,1
"3163",1873,4979,312,497,0.790295358649789,0.909240321402484,1,1
"3164",1768,5025,328,451,0.796755295178008,0.91764061358656,1,1
"3165",1824,4984,320,492,0.787564766839378,0.910153396639883,1,1
"3166",1708,5064,342,412,0.805660377358491,0.924762600438276,1,1
"3167",1766,5024,315,452,0.796212804328224,0.91745799853908,1,1
"3168",1964,4944,304,532,0.786858974358974,0.902848794740687,1,1
"3169",1955,5011,310,465,0.807851239669422,0.915084002921841,1,1
"3170",1844,4978,317,498,0.78736122971819,0.909057706355004,1,1
"3171",1966,5011,315,465,0.808720691073632,0.915084002921841,1,1
"3172",1841,5010,320,466,0.798006068487213,0.914901387874361,1,1
"3173",1838,5041,339,435,0.808622965244171,0.920562454346238,1,1
"3174",1750,4992,323,484,0.783348254252462,0.911614317019722,1,1
"3175",1910,4975,309,501,0.792202405640813,0.908509861212564,1,1
"3176",1951,4972,307,504,0.794704684317719,0.907962016070124,1,1
"3177",1701,5061,325,415,0.803875236294896,0.924214755295836,1,1
"3178",1876,5036,330,440,0.810017271157167,0.919649379108839,1,1
"3179",1856,4975,316,501,0.787441663131099,0.908509861212564,1,1
"3180",1898,4969,313,507,0.789189189189189,0.907414170927684,1,1
"3181",2289,4894,280,582,0.797283176593521,0.893718042366691,1,1
"3182",1650,5026,321,450,0.785714285714286,0.917823228634039,1,1
"3183",1989,5000,319,476,0.806896551724138,0.913075237399562,1,1
"3184",1853,4947,314,529,0.77791771620487,0.903396639883126,1,1
"3185",1877,5003,333,473,0.798723404255319,0.913623082542001,1,1
"3186",1998,4978,320,498,0.800480769230769,0.909057706355004,1,1
"3187",1813,5012,309,464,0.796223100570927,0.915266617969321,1,1
"3188",1943,4984,330,492,0.797946611909651,0.910153396639883,1,1
"3189",1902,4983,329,493,0.794154488517745,0.909970781592403,1,1
"3190",1971,4969,308,507,0.795399515738499,0.907414170927684,1,1
"3191",1873,4977,318,499,0.789629005059022,0.908875091307524,1,1
"3192",1946,4968,315,508,0.792991035044825,0.907231555880205,1,1
"3193",1667,5004,317,472,0.779336138382422,0.913805697589481,1,1
"3194",1956,5002,336,474,0.804938271604938,0.913440467494522,1,1
"3195",1648,5040,334,436,0.790786948176583,0.920379839298758,1,1
"3196",1740,5037,346,439,0.798531436438733,0.919831994156318,1,1
"3197",1891,5009,328,467,0.8019508057676,0.914718772826881,1,1
"3198",1758,5007,334,469,0.789402784014369,0.914353542731921,1,1
"3199",1950,4971,321,505,0.794297352342159,0.907779401022644,1,1
"3200",2037,4989,334,487,0.807052297939778,0.911066471877283,1,1
"3201",2000,5004,319,472,0.809061488673139,0.913805697589481,1,1
"3202",1648,5039,321,437,0.790407673860911,0.920197224251278,1,1
"3203",2042,4927,290,549,0.788112697800077,0.899744338933528,1,1
"3204",1968,5006,325,470,0.807219031993437,0.914170927684441,1,1
"3205",2150,4931,300,545,0.797773654916512,0.900474799123448,1,1
"3206",1963,4961,317,515,0.792171105730428,0.905953250547845,1,1
"3207",2045,4997,317,479,0.810221870047544,0.912527392257122,1,1
"3208",1854,4982,333,494,0.789608177172061,0.909788166544923,1,1
"3209",1943,4989,307,487,0.799588477366255,0.911066471877283,1,1
"3210",1889,5009,306,467,0.801782682512733,0.914718772826881,1,1
"3211",1660,5017,325,459,0.783388390750354,0.91617969320672,1,1
"3212",1935,5008,316,468,0.805243445692884,0.914536157779401,1,1
"3213",1498,5085,348,391,0.793012175754367,0.928597516435354,1,1
"3214",2017,4966,314,510,0.798179659675505,0.906866325785245,1,1
"3215",1704,5037,341,439,0.795146990200653,0.919831994156318,1,1
"3216",1962,4993,311,483,0.802453987730061,0.911796932067202,1,1
"3217",1761,5030,325,446,0.797915722700498,0.918553688823959,1,1
"3218",1471,5078,367,398,0.78705189941145,0.927319211102995,1,1
"3219",1871,4992,309,484,0.79447983014862,0.911614317019722,1,1
"3220",1868,4974,315,502,0.788185654008439,0.908327246165084,1,1
"3221",1938,5000,326,476,0.802816901408451,0.913075237399562,1,1
"3222",2042,4967,308,509,0.80047040376323,0.907048940832725,1,1
"3223",1901,5024,336,452,0.807904802379941,0.91745799853908,1,1
"3224",1632,5056,336,420,0.795321637426901,0.923301680058437,1,1
"3225",2068,4943,300,533,0.795078815840062,0.902666179693207,1,1
"3226",1567,5067,348,409,0.793016194331984,0.925310445580716,1,1
"3227",1914,4981,316,495,0.794520547945205,0.909605551497443,1,1
"3228",1808,5018,327,458,0.797881729920565,0.9163623082542,1,1
"3229",1860,4987,314,489,0.791826309067688,0.910701241782323,1,1
"3230",1987,4950,311,526,0.790688420214883,0.903944485025566,1,1
"3231",1691,5056,328,420,0.80104216011369,0.923301680058437,1,1
"3232",2036,4961,293,515,0.79811838494708,0.905953250547845,1,1
"3233",1896,4969,320,507,0.789013732833958,0.907414170927684,1,1
"3234",1650,5076,342,400,0.804878048780488,0.926953981008035,1,1
"3235",2111,4937,298,539,0.796603773584906,0.901570489408327,1,1
"3236",1872,4996,330,480,0.795918367346939,0.912344777209642,1,1
"3237",1794,5025,325,451,0.799109131403118,0.91764061358656,1,1
"3238",2047,4950,309,526,0.795569374271279,0.903944485025566,1,1
"3239",2165,4934,294,542,0.799778352419653,0.901022644265888,1,1
"3240",1684,5034,336,442,0.792097836312324,0.919284149013879,1,1
"3241",1875,4998,328,478,0.796855078623034,0.912710007304602,1,1
"3242",2045,4990,305,486,0.807981035163967,0.911249086924763,1,1
"3243",1931,4972,320,504,0.793018480492813,0.907962016070124,1,1
"3244",1851,4996,324,480,0.794079794079794,0.912344777209642,1,1
"3245",2083,4921,298,555,0.789613343442002,0.898648648648649,1,1
"3246",1794,4980,317,496,0.783406113537118,0.909422936449964,1,1
"3247",1995,4972,316,504,0.798319327731092,0.907962016070124,1,1
"3248",2008,4939,308,537,0.788998035363458,0.901935719503287,1,1
"3249",1809,5003,321,473,0.792725679228747,0.913623082542001,1,1
"3250",1772,5038,330,438,0.801809954751131,0.920014609203798,1,1
"3251",1936,4957,333,519,0.788594704684318,0.905222790357926,1,1
"3252",1869,4996,330,480,0.795657726692209,0.912344777209642,1,1
"3253",1601,5037,333,439,0.784803921568627,0.919831994156318,1,1
"3254",1833,5023,321,453,0.801837270341207,0.9172753834916,1,1
"3255",1709,5048,330,428,0.799719232569022,0.921840759678597,1,1
"3256",1923,4996,317,480,0.800249687890137,0.912344777209642,1,1
"3257",1652,5033,321,443,0.78854415274463,0.919101533966399,1,1
"3258",1678,5052,339,424,0.798287345385347,0.922571219868517,1,1
"3259",1964,4957,321,519,0.790978654853,0.905222790357926,1,1
"3260",1999,4929,312,547,0.785153181461115,0.900109569028488,1,1
"3261",2055,4960,312,516,0.799299883313886,0.905770635500365,1,1
"3262",2023,4959,311,517,0.796456692913386,0.905588020452885,1,1
"3263",1934,4984,316,492,0.79719703215169,0.910153396639883,1,1
"3264",2083,4961,321,515,0.801770592763664,0.905953250547845,1,1
"3265",1828,5009,321,467,0.796514161220044,0.914718772826881,1,1
"3266",2057,4944,314,532,0.794515256855929,0.902848794740687,1,1
"3267",1973,5003,319,473,0.806623058053966,0.913623082542001,1,1
"3268",1963,4999,323,477,0.804508196721311,0.912892622352082,1,1
"3269",1874,4990,326,486,0.794067796610169,0.911249086924763,1,1
"3270",1692,5029,324,447,0.791023842917251,0.918371073776479,1,1
"3271",1770,5002,312,474,0.788770053475936,0.913440467494522,1,1
"3272",1799,5032,328,444,0.80205082478823,0.918918918918919,1,1
"3273",2223,4916,310,560,0.798778296802012,0.897735573411249,1,1
"3274",1836,4985,332,491,0.78899871078642,0.910336011687363,1,1
"3275",1553,5047,339,429,0.783551967709385,0.921658144631118,1,1
"3276",2110,4943,299,533,0.798335225122966,0.902666179693207,1,1
"3277",1925,4969,314,507,0.791529605263158,0.907414170927684,1,1
"3278",1592,5052,331,424,0.78968253968254,0.922571219868517,1,1
"3279",1894,4983,318,493,0.793464599916213,0.909970781592403,1,1
"3280",1974,4967,300,509,0.795006041079339,0.907048940832725,1,1
"3281",2033,4931,306,545,0.788595810705974,0.900474799123448,1,1
"3282",2034,4958,320,518,0.797021943573668,0.905405405405405,1,1
"3283",1506,5082,347,394,0.792631578947368,0.928049671292914,1,1
"3284",1638,5039,338,437,0.789397590361446,0.920197224251278,1,1
"3285",1855,5020,333,456,0.802682821289485,0.91672753834916,1,1
"3286",2053,4958,306,518,0.79852197588487,0.905405405405405,1,1
"3287",1721,4996,317,480,0.781917310313494,0.912344777209642,1,1
"3288",1844,5007,324,469,0.797233030696066,0.914353542731921,1,1
"3289",1537,5107,365,369,0.806400839454355,0.932615047479912,1,1
"3290",1942,4964,303,512,0.791361043194784,0.906501095690285,1,1
"3291",1970,4978,311,498,0.798217179902755,0.909057706355004,1,1
"3292",1915,4943,319,533,0.782271241830065,0.902666179693207,1,1
"3293",2102,4928,311,548,0.793207547169811,0.899926953981008,1,1
"3294",1984,4990,317,486,0.803238866396761,0.911249086924763,1,1
"3295",2053,4921,305,555,0.787193251533742,0.898648648648649,1,1
"3296",1956,4986,307,490,0.799672935404742,0.910518626734843,1,1
"3297",2005,4944,305,532,0.79030350808041,0.902848794740687,1,1
"3298",2055,4972,313,504,0.803048065650645,0.907962016070124,1,1
"3299",1964,4978,310,498,0.797725426482535,0.909057706355004,1,1
"3300",1587,5063,337,413,0.7935,0.924579985390796,1,1
"3301",1867,5010,331,466,0.800257179597085,0.914901387874361,1,1
"3302",1927,4965,326,511,0.790401968826907,0.906683710737765,1,1
"3303",1811,5014,331,462,0.796744390673119,0.915631848064281,1,1
"3304",1816,5021,326,455,0.79964773227653,0.91691015339664,1,1
"3305",1987,4912,299,564,0.77891023128185,0.897005113221329,1,1
"3306",1840,4994,318,482,0.792420327304048,0.911979547114682,1,1
"3307",2013,4959,322,517,0.795652173913043,0.905588020452885,1,1
"3308",1879,4969,322,507,0.787510477787091,0.907414170927684,1,1
"3309",1784,5025,326,451,0.798210290827741,0.91764061358656,1,1
"3310",1735,5024,329,452,0.793324188385917,0.91745799853908,1,1
"3311",2009,4943,314,533,0.790322580645161,0.902666179693207,1,1
"3312",1820,5009,320,467,0.795802361171841,0.914718772826881,1,1
"3313",1905,4984,323,492,0.794743429286608,0.910153396639883,1,1
"3314",1943,5008,312,468,0.805889672335131,0.914536157779401,1,1
"3315",1677,5091,353,385,0.813288069835112,0.929693206720234,1,1
"3316",2044,4945,301,531,0.79378640776699,0.903031409788167,1,1
"3317",1786,5035,338,441,0.801975752132914,0.919466764061359,1,1
"3318",2009,4966,314,510,0.797538705835649,0.906866325785245,1,1
"3319",1872,5019,316,457,0.803778445684843,0.91654492330168,1,1
"3320",2001,4961,310,515,0.795310015898251,0.905953250547845,1,1
"3321",2037,4961,304,515,0.798197492163009,0.905953250547845,1,1
"3322",1908,4994,326,482,0.798326359832636,0.911979547114682,1,1
"3323",1732,5007,324,469,0.78691503861881,0.914353542731921,1,1
"3324",1939,4962,304,514,0.790460660415817,0.906135865595325,1,1
"3325",1929,5010,317,466,0.805427974947808,0.914901387874361,1,1
"3326",1949,4990,317,486,0.80041067761807,0.911249086924763,1,1
"3327",1798,5046,339,430,0.807001795332136,0.921475529583638,1,1
"3328",2002,4972,302,504,0.798882681564246,0.907962016070124,1,1
"3329",1963,4962,315,514,0.792490916431167,0.906135865595325,1,1
"3330",1578,5065,331,411,0.793363499245852,0.924945215485756,1,1
"3331",1808,4998,321,478,0.79090113735783,0.912710007304602,1,1
"3332",1822,4991,313,485,0.789770264412657,0.911431701972243,1,1
"3333",2068,4941,318,535,0.79446792162889,0.902300949598247,1,1
"3334",1890,4994,331,482,0.796795952782462,0.911979547114682,1,1
"3335",1947,4973,296,503,0.79469387755102,0.908144631117604,1,1
"3336",1627,5022,335,454,0.781835655934647,0.91709276844412,1,1
"3337",2180,4914,304,562,0.795040116703136,0.897370343316289,1,1
"3338",1796,5043,334,433,0.805742485419471,0.920927684441198,1,1
"3339",1938,5007,323,469,0.805151641046946,0.914353542731921,1,1
"3340",1809,5004,311,472,0.79307321350285,0.913805697589481,1,1
"3341",1821,4998,301,478,0.792083514571553,0.912710007304602,1,1
"3342",1542,5063,344,413,0.788746803069054,0.924579985390796,1,1
"3343",2048,4993,319,483,0.809166337416041,0.911796932067202,1,1
"3344",2072,4934,316,542,0.79265493496557,0.901022644265888,1,1
"3345",1682,5012,328,464,0.783783783783784,0.915266617969321,1,1
"3346",1938,4995,312,481,0.801157503100455,0.912162162162162,1,1
"3347",2040,4990,323,486,0.807600950118765,0.911249086924763,1,1
"3348",2081,4938,319,538,0.794578083237877,0.901753104455807,1,1
"3349",1767,5002,332,474,0.788487282463186,0.913440467494522,1,1
"3350",1776,4974,318,502,0.77963125548727,0.908327246165084,1,1
"3351",1964,5017,336,459,0.810565414775072,0.91617969320672,1,1
"3352",1949,4968,318,508,0.793243793243793,0.907231555880205,1,1
"3353",1893,5019,338,457,0.805531914893617,0.91654492330168,1,1
"3354",2046,4993,320,483,0.809015421115065,0.911796932067202,1,1
"3355",1872,5013,326,463,0.801713062098501,0.915449233016801,1,1
"3356",1985,4977,311,499,0.799114331723027,0.908875091307524,1,1
"3357",1771,5038,331,438,0.801720235400634,0.920014609203798,1,1
"3358",2023,4980,322,496,0.803096466851925,0.909422936449964,1,1
"3359",1786,4991,319,485,0.786437692646411,0.911431701972243,1,1
"3360",1926,5018,337,458,0.807885906040268,0.9163623082542,1,1
"3361",2043,4972,315,504,0.802120141342756,0.907962016070124,1,1
"3362",1773,5039,330,437,0.802262443438914,0.920197224251278,1,1
"3363",1673,5039,335,437,0.792890995260664,0.920197224251278,1,1
"3364",2047,4929,304,547,0.789128758673863,0.900109569028488,1,1
"3365",1757,5031,318,445,0.797910990009083,0.918736303871439,1,1
"3366",1908,5004,312,472,0.801680672268908,0.913805697589481,1,1
"3367",2028,4964,303,512,0.798425196850394,0.906501095690285,1,1
"3368",1770,5025,318,451,0.796938316073841,0.91764061358656,1,1
"3369",1814,5037,328,439,0.805148690634709,0.919831994156318,1,1
"3370",1847,4989,327,487,0.791345329905741,0.911066471877283,1,1
"3371",1943,4991,304,485,0.800247116968699,0.911431701972243,1,1
"3372",2013,4955,315,521,0.794396211523283,0.904857560262966,1,1
"3373",1685,5064,341,412,0.803528850739151,0.924762600438276,1,1
"3374",1809,4994,318,482,0.789611523352248,0.911979547114682,1,1
"3375",1956,5010,325,466,0.807597027250206,0.914901387874361,1,1
"3376",2022,4952,303,524,0.794186959937156,0.904309715120526,1,1
"3377",2038,4947,307,529,0.793922867160109,0.903396639883126,1,1
"3378",1736,4997,319,479,0.783747178329571,0.912527392257122,1,1
"3379",1747,5007,329,469,0.788357400722022,0.914353542731921,1,1
"3380",2075,4942,307,534,0.795323878880797,0.902483564645727,1,1
"3381",1898,4952,314,524,0.783649876135425,0.904309715120526,1,1
"3382",1716,5031,346,445,0.794076816288755,0.918736303871439,1,1
"3383",1597,5067,351,409,0.796111665004985,0.925310445580716,1,1
"3384",1843,5019,334,457,0.801304347826087,0.91654492330168,1,1
"3385",1831,4993,309,483,0.791270527225583,0.911796932067202,1,1
"3386",1848,4990,327,486,0.791773778920309,0.911249086924763,1,1
"3387",1579,5101,358,375,0.808085977482088,0.931519357195033,1,1
"3388",2144,4952,312,524,0.80359820089955,0.904309715120526,1,1
"3389",2018,4968,313,508,0.79889152810768,0.907231555880205,1,1
"3390",1833,5018,320,458,0.80008729812309,0.9163623082542,1,1
"3391",1786,5000,305,476,0.789566755083996,0.913075237399562,1,1
"3392",2181,4915,290,561,0.795404814004376,0.897552958363769,1,1
"3393",2017,4948,323,528,0.792534381139489,0.903579254930606,1,1
"3394",1718,5015,320,461,0.788435061955025,0.91581446311176,1,1
"3395",2039,4933,317,543,0.789697908597986,0.900840029218408,1,1
"3396",1670,5053,346,423,0.797897754419494,0.922753834915997,1,1
"3397",1787,5011,327,465,0.793516873889876,0.915084002921841,1,1
"3398",1898,4978,310,498,0.792153589315526,0.909057706355004,1,1
"3399",1579,5027,324,449,0.778599605522682,0.918005843681519,1,1
"3400",2061,4959,320,517,0.799456943366951,0.905588020452885,1,1
"3401",1791,5010,331,466,0.793531236154187,0.914901387874361,1,1
"3402",1859,5016,337,460,0.801638637343683,0.91599707815924,1,1
"3403",1902,4971,317,505,0.790195263813876,0.907779401022644,1,1
"3404",1879,4960,313,516,0.78455114822547,0.905770635500365,1,1
"3405",1585,5071,355,405,0.796482412060301,0.926040905770635,1,1
"3406",2059,4942,301,534,0.794060933281913,0.902483564645727,1,1
"3407",1840,5016,327,460,0.8,0.91599707815924,1,1
"3408",1769,5025,334,451,0.796846846846847,0.91764061358656,1,1
"3409",2029,4957,302,519,0.796310832025118,0.905222790357926,1,1
"3410",2096,4923,300,553,0.791241978104945,0.899013878743608,1,1
"3411",1838,4988,316,488,0.790197764402408,0.910883856829803,1,1
"3412",2076,4953,298,523,0.798768757214313,0.904492330168006,1,1
"3413",2026,4953,313,523,0.794821498626913,0.904492330168006,1,1
"3414",1753,5051,333,425,0.804866850321396,0.922388604821037,1,1
"3415",2068,4952,299,524,0.797839506172839,0.904309715120526,1,1
"3416",1903,4982,314,494,0.793909052982895,0.909788166544923,1,1
"3417",2123,4952,309,524,0.802040045334341,0.904309715120526,1,1
"3418",1959,4982,316,494,0.7986139421117,0.909788166544923,1,1
"3419",1790,5007,321,469,0.792386011509517,0.914353542731921,1,1
"3420",1653,5050,335,426,0.795093795093795,0.922205989773557,1,1
"3421",1516,5098,355,378,0.800422386483633,0.930971512052593,1,1
"3422",1827,5012,321,464,0.79746835443038,0.915266617969321,1,1
"3423",1953,4980,309,496,0.79746835443038,0.909422936449964,1,1
"3424",1748,5036,329,440,0.79890310786106,0.919649379108839,1,1
"3425",1944,4952,304,524,0.787682333873582,0.904309715120526,1,1
"3426",1896,5004,319,472,0.800675675675676,0.913805697589481,1,1
"3427",1884,4973,319,503,0.789275240888144,0.908144631117604,1,1
"3428",1647,5054,337,422,0.796036732721121,0.922936449963477,1,1
"3429",1870,4979,330,497,0.790029573299535,0.909240321402484,1,1
"3430",2050,4909,307,567,0.783339701948796,0.89645726807889,1,1
"3431",2028,4967,317,509,0.799369333858888,0.907048940832725,1,1
"3432",1848,4987,317,489,0.790757381258023,0.910701241782323,1,1
"3433",1886,5051,338,425,0.81609692773691,0.922388604821037,1,1
"3434",1723,5031,318,445,0.794741697416974,0.918736303871439,1,1
"3435",1658,5020,324,456,0.784295175023652,0.91672753834916,1,1
"3436",1896,4987,328,489,0.79496855345912,0.910701241782323,1,1
"3437",2146,4957,308,519,0.805253283302064,0.905222790357926,1,1
"3438",1876,5016,325,460,0.803082191780822,0.91599707815924,1,1
"3439",1980,4961,332,515,0.793587174348697,0.905953250547845,1,1
"3440",1874,5005,318,471,0.799147121535181,0.913988312636961,1,1
"3441",1980,4982,304,494,0.800323362974939,0.909788166544923,1,1
"3442",2040,4956,321,520,0.796875,0.905040175310446,1,1
"3443",2017,4937,314,539,0.789123630672926,0.901570489408327,1,1
"3444",1832,4981,317,495,0.787279759346799,0.909605551497443,1,1
"3445",1862,5013,322,463,0.800860215053763,0.915449233016801,1,1
"3446",1709,5050,340,426,0.800468384074941,0.922205989773557,1,1
"3447",1951,4974,312,502,0.795352629433347,0.908327246165084,1,1
"3448",1683,5012,337,464,0.783884489986027,0.915266617969321,1,1
"3449",1677,5023,310,453,0.787323943661972,0.9172753834916,1,1
"3450",2155,4925,302,551,0.796378418329638,0.899379108838568,1,1
"3451",1621,5046,354,430,0.790346172598732,0.921475529583638,1,1
"3452",1879,5001,317,475,0.7982158028887,0.913257852447042,1,1
