"","pvt_brood_temp","pvt_egg_temp","fixed_temp","shared_temp","prop_pvt_brood_temp","prop_pvt_egg_temp","count_higher_egg_temp","prop_higer_egg_temp"
"123",1506,5060,348,416,0.783558792924037,0.924032140248356,1,1
"124",1846,5030,338,446,0.805410122164049,0.918553688823959,1,1
"125",1845,4974,314,502,0.786109927567107,0.908327246165084,1,1
"126",1898,5002,321,474,0.800168634064081,0.913440467494522,1,1
"127",1531,5061,353,415,0.786742034943474,0.924214755295836,1,1
"128",1919,4991,313,485,0.798252911813644,0.911431701972243,1,1
"129",1655,5031,342,445,0.788095238095238,0.918736303871439,1,1
"130",2065,4916,288,560,0.786666666666667,0.897735573411249,1,1
"131",1981,4981,327,495,0.800080775444265,0.909605551497443,1,1
"132",1868,4986,321,490,0.792196776929601,0.910518626734843,1,1
"133",1883,5043,327,433,0.813039723661485,0.920927684441198,1,1
"134",1981,4968,310,508,0.795901968662113,0.907231555880205,1,1
"135",1771,5043,336,433,0.803539019963702,0.920927684441198,1,1
"136",1768,5037,330,439,0.801087449025827,0.919831994156318,1,1
"137",1789,5003,320,473,0.790893015030946,0.913623082542001,1,1
"138",1744,5003,323,473,0.786648624267028,0.913623082542001,1,1
"139",1794,4984,316,492,0.784776902887139,0.910153396639883,1,1
"140",1981,5013,318,463,0.810556464811784,0.915449233016801,1,1
"141",1757,4994,325,482,0.78472532380527,0.911979547114682,1,1
"142",1866,5006,328,470,0.798801369863014,0.914170927684441,1,1
"143",1818,5008,318,468,0.795275590551181,0.914536157779401,1,1
"144",1813,4968,316,508,0.781128823782852,0.907231555880205,1,1
"145",1604,5006,321,470,0.773384763741562,0.914170927684441,1,1
"146",1792,5023,339,453,0.798218262806236,0.9172753834916,1,1
"147",1947,4959,318,517,0.790178571428571,0.905588020452885,1,1
"148",1713,5010,321,466,0.786140431390546,0.914901387874361,1,1
"149",1877,4954,306,522,0.782409337223843,0.904674945215486,1,1
"150",2065,4947,299,529,0.796067848882035,0.903396639883126,1,1
"151",1847,4978,311,498,0.787633262260128,0.909057706355004,1,1
"152",1842,5027,337,449,0.804015713662156,0.918005843681519,1,1
"153",1850,4991,318,485,0.792291220556745,0.911431701972243,1,1
"154",1666,5027,328,449,0.787706855791962,0.918005843681519,1,1
"155",2081,4924,297,552,0.790353209266996,0.899196493791088,1,1
"156",1993,4993,312,483,0.804927302100162,0.911796932067202,1,1
"157",1954,4975,322,501,0.795926680244399,0.908509861212564,1,1
"158",1784,4966,307,510,0.777680906713165,0.906866325785245,1,1
"159",1837,4998,335,478,0.793520518358531,0.912710007304602,1,1
"160",2012,5000,325,476,0.808681672025723,0.913075237399562,1,1
"161",1863,4988,314,488,0.792428753721821,0.910883856829803,1,1
"162",1704,5052,332,424,0.800751879699248,0.922571219868517,1,1
"163",1939,5006,329,470,0.804898298048983,0.914170927684441,1,1
"164",1874,5001,330,475,0.797786292039166,0.913257852447042,1,1
"165",1989,4970,308,506,0.797194388777555,0.907596785975164,1,1
"166",1794,5016,323,460,0.795918367346939,0.91599707815924,1,1
"167",1943,4981,309,495,0.796964725184578,0.909605551497443,1,1
"168",2042,4967,302,509,0.80047040376323,0.907048940832725,1,1
"169",1860,5022,324,454,0.803802938634399,0.91709276844412,1,1
"170",1701,5019,324,457,0.78822984244671,0.91654492330168,1,1
"171",1841,4977,310,499,0.786752136752137,0.908875091307524,1,1
"172",1924,5003,329,473,0.802670004171882,0.913623082542001,1,1
"173",2179,4955,311,521,0.807037037037037,0.904857560262966,1,1
"174",1889,4990,318,486,0.795368421052632,0.911249086924763,1,1
"175",1644,5062,339,414,0.798833819241982,0.924397370343316,1,1
"176",1836,4976,320,500,0.785958904109589,0.908692476260044,1,1
"177",1917,4987,319,489,0.796758104738155,0.910701241782323,1,1
"178",1862,5001,325,475,0.796747967479675,0.913257852447042,1,1
"179",1706,5036,322,440,0.794967381174278,0.919649379108839,1,1
"180",1914,5005,324,471,0.80251572327044,0.913988312636961,1,1
"181",1854,5022,329,454,0.803292894280763,0.91709276844412,1,1
"182",1719,5049,341,427,0.801025163094129,0.922023374726077,1,1
"183",1539,5087,367,389,0.798236514522822,0.928962746530314,1,1
"184",1749,5039,341,437,0.800091491308326,0.920197224251278,1,1
"185",1810,4993,318,483,0.789358918447449,0.911796932067202,1,1
"186",1559,5071,354,405,0.793788187372709,0.926040905770635,1,1
"187",1702,5044,329,432,0.797563261480787,0.921110299488678,1,1
"188",1635,5038,326,438,0.788712011577424,0.920014609203798,1,1
"189",1958,4938,308,538,0.784455128205128,0.901753104455807,1,1
"190",1925,5002,326,474,0.802417674030846,0.913440467494522,1,1
"191",1873,5014,317,462,0.802141327623126,0.915631848064281,1,1
"192",1808,4969,310,507,0.780993520518359,0.907414170927684,1,1
"193",1996,4974,307,502,0.799039231385108,0.908327246165084,1,1
"194",1996,4994,320,482,0.805488297013721,0.911979547114682,1,1
"195",1698,5023,334,453,0.789400278940028,0.9172753834916,1,1
"196",1980,4994,312,482,0.804224207961007,0.911979547114682,1,1
"197",1847,5010,310,466,0.798530047557285,0.914901387874361,1,1
"198",1775,5038,339,438,0.802078626299141,0.920014609203798,1,1
"199",2042,4956,311,520,0.797033567525371,0.905040175310446,1,1
"200",1933,5010,322,466,0.805752396832013,0.914901387874361,1,1
"201",1822,5008,330,468,0.795633187772926,0.914536157779401,1,1
"202",1837,5018,321,458,0.800435729847495,0.9163623082542,1,1
"203",1979,4961,315,515,0.793504410585405,0.905953250547845,1,1
"204",1763,5033,332,443,0.799184043517679,0.919101533966399,1,1
"205",2003,4951,303,525,0.792325949367089,0.904127100073046,1,1
"206",1955,4941,307,535,0.785140562248996,0.902300949598247,1,1
"207",1799,4999,320,477,0.790421792618629,0.912892622352082,1,1
"208",1634,5037,331,439,0.788229618909793,0.919831994156318,1,1
"209",1810,5027,330,449,0.801239486498451,0.918005843681519,1,1
"210",1953,4978,314,498,0.796817625458996,0.909057706355004,1,1
"211",1586,5036,341,440,0.782823297137216,0.919649379108839,1,1
"212",1705,5026,326,450,0.791183294663573,0.917823228634039,1,1
"213",2114,4938,310,538,0.797134238310709,0.901753104455807,1,1
"214",1474,5068,353,408,0.783209351753454,0.925493060628196,1,1
"215",1960,4964,301,512,0.792880258899676,0.906501095690285,1,1
"216",1874,4990,317,486,0.794067796610169,0.911249086924763,1,1
"217",2189,4920,312,556,0.797449908925319,0.898466033601169,1,1
"218",1730,5020,333,456,0.791399817017383,0.91672753834916,1,1
"219",1796,4965,319,511,0.778500216731686,0.906683710737765,1,1
"220",2113,4961,318,515,0.804033485540335,0.905953250547845,1,1
"221",1606,5084,341,392,0.803803803803804,0.928414901387874,1,1
"222",1897,4963,318,513,0.787136929460581,0.906318480642805,1,1
"223",1818,5016,319,460,0.798068481123793,0.91599707815924,1,1
"224",1988,4969,305,507,0.796793587174349,0.907414170927684,1,1
"225",1946,4919,302,557,0.777467039552537,0.898283418553689,1,1
"226",1870,4968,313,508,0.786375105130362,0.907231555880205,1,1
"227",1959,4994,331,482,0.802539942646456,0.911979547114682,1,1
"228",1910,5016,328,460,0.805907172995781,0.91599707815924,1,1
"229",1697,5027,321,449,0.790773532152843,0.918005843681519,1,1
"230",1896,4997,325,479,0.798315789473684,0.912527392257122,1,1
"231",1739,5024,335,452,0.79370150616157,0.91745799853908,1,1
"232",1951,5022,333,454,0.811226611226611,0.91709276844412,1,1
"233",1690,5047,333,429,0.797546012269939,0.921658144631118,1,1
"234",1902,5003,305,473,0.800842105263158,0.913623082542001,1,1
"235",1945,4985,315,491,0.798440065681445,0.910336011687363,1,1
"236",1789,5018,321,458,0.796172674677348,0.9163623082542,1,1
"237",1682,5014,327,462,0.784514925373134,0.915631848064281,1,1
"238",1842,4993,315,483,0.792258064516129,0.911796932067202,1,1
"239",1839,5022,333,454,0.802006105538596,0.91709276844412,1,1
"240",1858,4988,317,488,0.791986359761296,0.910883856829803,1,1
"241",2022,4947,309,529,0.792630341042728,0.903396639883126,1,1
"242",1937,4977,315,499,0.795155993431856,0.908875091307524,1,1
"243",1848,5015,317,461,0.800346470333478,0.91581446311176,1,1
"244",1753,5006,321,470,0.788573999100315,0.914170927684441,1,1
"245",1865,4970,306,506,0.786587937579081,0.907596785975164,1,1
"246",1470,5064,348,412,0.781083953241233,0.924762600438276,1,1
"247",1513,5083,342,393,0.793809024134313,0.928232286340394,1,1
"248",1805,5027,334,449,0.800798580301686,0.918005843681519,1,1
"249",1734,5021,317,455,0.792142530835998,0.91691015339664,1,1
"250",1721,5012,319,464,0.787643020594966,0.915266617969321,1,1
"251",1745,5010,329,466,0.789235639981909,0.914901387874361,1,1
"252",1858,5017,315,459,0.801899007337074,0.91617969320672,1,1
"253",2086,4957,310,519,0.800767754318618,0.905222790357926,1,1
"254",2071,4977,314,499,0.805836575875486,0.908875091307524,1,1
"255",1775,4977,310,499,0.780562884784521,0.908875091307524,1,1
"256",2076,4972,309,504,0.804651162790698,0.907962016070124,1,1
"257",1761,5046,329,430,0.803742583295299,0.921475529583638,1,1
"258",2097,4938,289,538,0.795825426944971,0.901753104455807,1,1
"259",1833,5015,315,461,0.799040976460331,0.91581446311176,1,1
"260",1835,4979,314,497,0.786878216123499,0.909240321402484,1,1
"261",1903,4953,294,523,0.78441879637263,0.904492330168006,1,1
"262",2032,4955,318,521,0.795926361143752,0.904857560262966,1,1
"263",1705,5011,336,465,0.785714285714286,0.915084002921841,1,1
"264",1991,4975,317,501,0.798956661316212,0.908509861212564,1,1
"265",1892,4968,307,508,0.788333333333333,0.907231555880205,1,1
"266",1839,4985,305,491,0.789270386266094,0.910336011687363,1,1
"267",2248,4904,294,572,0.797163120567376,0.89554419284149,1,1
"268",1721,5055,351,421,0.803454715219421,0.923119065010957,1,1
"269",1917,4962,303,514,0.788564376799671,0.906135865595325,1,1
"270",1961,4989,320,487,0.801062091503268,0.911066471877283,1,1
"271",2118,4951,313,525,0.801362088535755,0.904127100073046,1,1
"272",2037,4989,323,487,0.807052297939778,0.911066471877283,1,1
"273",1849,4999,309,477,0.794926913155632,0.912892622352082,1,1
"274",1970,4972,311,504,0.796281325788197,0.907962016070124,1,1
"275",1793,5036,337,440,0.802955665024631,0.919649379108839,1,1
"276",2006,4967,298,509,0.797614314115308,0.907048940832725,1,1
"277",1678,5012,335,464,0.783380018674136,0.915266617969321,1,1
"278",1971,4978,321,498,0.798298906439854,0.909057706355004,1,1
"279",1868,4978,312,498,0.789518174133559,0.909057706355004,1,1
"280",1870,5005,331,471,0.798803929944468,0.913988312636961,1,1
"281",1625,5056,343,420,0.794621026894866,0.923301680058437,1,1
"282",1721,5014,332,462,0.788364635822263,0.915631848064281,1,1
"283",1942,4951,307,525,0.787190920145926,0.904127100073046,1,1
"284",1691,5046,332,430,0.797265440829797,0.921475529583638,1,1
"285",1906,5005,328,471,0.801851072780816,0.913988312636961,1,1
"286",1957,4967,317,509,0.793592862935929,0.907048940832725,1,1
"287",1796,4982,312,494,0.784279475982533,0.909788166544923,1,1
"288",2123,4948,306,528,0.800829875518672,0.903579254930606,1,1
"289",1935,4984,323,492,0.797280593325093,0.910153396639883,1,1
"290",1812,5000,314,476,0.791958041958042,0.913075237399562,1,1
"291",1986,4974,304,502,0.798231511254019,0.908327246165084,1,1
"292",1704,5040,334,436,0.796261682242991,0.920379839298758,1,1
"293",2157,4906,280,570,0.790979097909791,0.89590942293645,1,1
"294",1867,5004,331,472,0.798204360837965,0.913805697589481,1,1
"295",1785,5018,331,458,0.7958091841284,0.9163623082542,1,1
"296",1873,4976,328,500,0.789296249473241,0.908692476260044,1,1
"297",1816,5001,320,475,0.79266695766041,0.913257852447042,1,1
"298",1875,4990,308,486,0.79415501905972,0.911249086924763,1,1
"299",1751,5027,320,449,0.795909090909091,0.918005843681519,1,1
"300",1714,5040,338,436,0.797209302325581,0.920379839298758,1,1
"301",1873,5006,308,470,0.799402475458813,0.914170927684441,1,1
"302",1714,5064,344,412,0.80620884289746,0.924762600438276,1,1
"303",1932,4995,317,481,0.80066307501036,0.912162162162162,1,1
"304",1862,5007,321,469,0.798798798798799,0.914353542731921,1,1
"305",1718,5044,320,432,0.79906976744186,0.921110299488678,1,1
"306",1897,4996,331,480,0.798064787547329,0.912344777209642,1,1
"307",2071,4946,318,530,0.796232218377547,0.903214024835647,1,1
"308",1745,5010,315,466,0.789235639981909,0.914901387874361,1,1
"309",1464,5079,337,397,0.786673831273509,0.927501826150475,1,1
"310",1926,4999,318,477,0.801498127340824,0.912892622352082,1,1
"311",2144,4894,288,582,0.786500366837858,0.893718042366691,1,1
"312",2048,4955,305,521,0.797197353055664,0.904857560262966,1,1
"313",2050,4942,309,534,0.793343653250774,0.902483564645727,1,1
"314",1769,4993,337,483,0.785523978685613,0.911796932067202,1,1
"315",1921,4982,309,494,0.795445134575569,0.909788166544923,1,1
"316",1855,4986,312,490,0.791044776119403,0.910518626734843,1,1
"317",1827,5003,321,473,0.794347826086957,0.913623082542001,1,1
"318",1802,5007,331,469,0.793483047115808,0.914353542731921,1,1
"319",1597,5044,347,432,0.787087235091178,0.921110299488678,1,1
"320",1945,4989,317,487,0.799753289473684,0.911066471877283,1,1
"321",1941,4995,317,481,0.801403798513625,0.912162162162162,1,1
"322",1788,4991,318,485,0.786625604927409,0.911431701972243,1,1
"323",1769,5019,339,457,0.794699011680144,0.91654492330168,1,1
"324",1882,4993,316,483,0.795771670190275,0.911796932067202,1,1
"325",1840,4970,320,506,0.784313725490196,0.907596785975164,1,1
"326",1763,5023,332,453,0.79557761732852,0.9172753834916,1,1
"327",1654,5034,320,442,0.78912213740458,0.919284149013879,1,1
"328",1815,5014,326,462,0.797101449275362,0.915631848064281,1,1
"329",1926,4987,317,489,0.797515527950311,0.910701241782323,1,1
"330",1787,5009,335,467,0.792812777284827,0.914718772826881,1,1
"331",2043,4929,308,547,0.788803088803089,0.900109569028488,1,1
"332",1834,4995,328,481,0.792224622030238,0.912162162162162,1,1
"333",2074,4968,311,508,0.803253292021689,0.907231555880205,1,1
"334",1996,4959,315,517,0.794269797055312,0.905588020452885,1,1
"335",1901,5033,328,443,0.811006825938567,0.919101533966399,1,1
"336",1927,4999,324,477,0.801580698835274,0.912892622352082,1,1
"337",1897,4982,318,494,0.793391886240067,0.909788166544923,1,1
"338",1882,4969,315,507,0.787777312683131,0.907414170927684,1,1
"339",1382,5126,370,350,0.797921478060046,0.936084733382031,1,1
"340",2086,4947,302,529,0.797705544933078,0.903396639883126,1,1
"341",1658,5054,338,422,0.797115384615385,0.922936449963477,1,1
"342",1621,5035,341,441,0.786129970902037,0.919466764061359,1,1
"343",1752,5016,310,460,0.792043399638336,0.91599707815924,1,1
"344",1803,5028,325,448,0.800977343402932,0.918188458728999,1,1
"345",2070,4943,301,533,0.795236265847099,0.902666179693207,1,1
"346",2263,4913,295,563,0.800778485491861,0.897187728268809,1,1
"347",1973,4970,323,506,0.795885437676482,0.907596785975164,1,1
"348",1991,5005,326,471,0.808692120227457,0.913988312636961,1,1
"349",1936,4946,310,530,0.78507704785077,0.903214024835647,1,1
"350",1893,4985,318,491,0.794043624161074,0.910336011687363,1,1
"351",1920,5007,315,469,0.803683549602344,0.914353542731921,1,1
"352",1668,4989,328,487,0.774013921113689,0.911066471877283,1,1
"353",1991,4941,313,535,0.788202692003167,0.902300949598247,1,1
"354",1971,4982,322,494,0.799594320486815,0.909788166544923,1,1
"355",1977,4996,307,480,0.804639804639805,0.912344777209642,1,1
"356",1726,5021,331,455,0.79138010087116,0.91691015339664,1,1
"357",2003,4996,322,480,0.806685461135723,0.912344777209642,1,1
"358",1889,5014,329,462,0.803487877498937,0.915631848064281,1,1
"359",1840,5035,332,441,0.806663743971942,0.919466764061359,1,1
"360",1876,5000,319,476,0.797619047619048,0.913075237399562,1,1
"361",1772,5033,327,443,0.8,0.919101533966399,1,1
"362",2152,4967,299,509,0.808718526869598,0.907048940832725,1,1
"363",1964,5005,316,471,0.806570841889117,0.913988312636961,1,1
"364",1895,4960,310,516,0.785980920779759,0.905770635500365,1,1
"365",1839,5021,326,455,0.801656495204882,0.91691015339664,1,1
"366",1758,5030,328,446,0.797640653357532,0.918553688823959,1,1
"367",1973,5029,324,447,0.815289256198347,0.918371073776479,1,1
"368",1976,4967,325,509,0.795171026156942,0.907048940832725,1,1
"369",1943,4988,317,488,0.799259563965446,0.910883856829803,1,1
"370",1941,4986,317,490,0.798436857260387,0.910518626734843,1,1
"371",2020,4954,306,522,0.794649881982691,0.904674945215486,1,1
"372",1548,5075,357,401,0.79425346331452,0.926771365960555,1,1
"373",1877,4980,321,496,0.790981879477455,0.909422936449964,1,1
"374",1736,5031,326,445,0.795965153599266,0.918736303871439,1,1
"375",1741,5056,347,420,0.80564553447478,0.923301680058437,1,1
"376",1624,5019,323,457,0.780394041326285,0.91654492330168,1,1
"377",1787,4999,318,477,0.789310954063604,0.912892622352082,1,1
"378",1842,5005,325,471,0.796368352788586,0.913988312636961,1,1
"379",1790,5009,316,467,0.79308817013735,0.914718772826881,1,1
"380",1918,4984,323,492,0.795850622406639,0.910153396639883,1,1
"381",1789,5030,319,446,0.800447427293065,0.918553688823959,1,1
"382",1970,4999,324,477,0.805067429505517,0.912892622352082,1,1
"383",2070,4915,283,561,0.786773090079818,0.897552958363769,1,1
"384",2031,4933,294,543,0.789044289044289,0.900840029218408,1,1
"385",1507,5084,338,392,0.793575566087414,0.928414901387874,1,1
"386",2065,4950,305,526,0.796989579313007,0.903944485025566,1,1
"387",2027,4967,308,509,0.799290220820189,0.907048940832725,1,1
"388",1760,5033,349,443,0.798910576486609,0.919101533966399,1,1
"389",1964,4989,326,487,0.801305589555284,0.911066471877283,1,1
"390",1995,4953,319,523,0.792295472597299,0.904492330168006,1,1
"391",1662,5019,334,457,0.784332232184993,0.91654492330168,1,1
"392",2052,4977,316,499,0.804390435123481,0.908875091307524,1,1
"393",1693,5049,346,427,0.798584905660377,0.922023374726077,1,1
"394",2036,4957,311,519,0.796868884540117,0.905222790357926,1,1
"395",1768,5023,330,453,0.796037820801441,0.9172753834916,1,1
"396",1803,4942,302,534,0.771501925545571,0.902483564645727,1,1
"397",2133,4956,322,520,0.803995476818696,0.905040175310446,1,1
"398",1969,4964,304,512,0.793631600161225,0.906501095690285,1,1
"399",1730,5000,309,476,0.784224841341795,0.913075237399562,1,1
"400",1720,5032,331,444,0.794824399260628,0.918918918918919,1,1
"401",1817,5009,320,467,0.79553415061296,0.914718772826881,1,1
"402",1967,4993,319,483,0.802857142857143,0.911796932067202,1,1
"403",1832,4978,316,498,0.786266094420601,0.909057706355004,1,1
"404",1894,4973,306,503,0.790154359616187,0.908144631117604,1,1
"405",1986,4966,298,510,0.795673076923077,0.906866325785245,1,1
"406",1851,5009,327,467,0.798533218291631,0.914718772826881,1,1
"407",2081,4971,300,505,0.804717710750193,0.907779401022644,1,1
"408",1897,4972,321,504,0.790087463556851,0.907962016070124,1,1
"409",1679,5046,327,430,0.796111901375059,0.921475529583638,1,1
"410",1849,4994,308,482,0.793221793221793,0.911979547114682,1,1
"411",1728,5061,351,415,0.806346243583761,0.924214755295836,1,1
"412",1903,5019,317,457,0.80635593220339,0.91654492330168,1,1
"413",1880,5025,320,451,0.806520806520806,0.91764061358656,1,1
"414",1782,5040,339,436,0.803426510369702,0.920379839298758,1,1
"415",1744,5003,335,473,0.786648624267028,0.913623082542001,1,1
"416",1780,5052,345,424,0.807622504537205,0.922571219868517,1,1
